|A|B|C|D|E|F|G|H|I|
| 32794  |         python         | 6m21s  |   janel    | 12 | 1330MHz  | 35.5 C | 27.4 C |228.6 W |
| 32782  |         python         | 6m22s  |   janel    | 0  | 1330MHz  | 36.3 C | 27.2 C |277.8 W |
| 32786  |         python         | 6m22s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.4 C |246.9 W |
| 32790  |         python         | 6m22s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.1 C |276.8 W |
| 32794  |         python         | 6m22s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.4 C |198.8 W |
| 32782  |         python         | 6m23s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |283.6 W |
| 32786  |         python         | 6m23s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.4 C |256.1 W |
| 32790  |         python         | 6m23s  |   janel    | 8  | 1330MHz  | 36.3 C | 27.1 C |296.3 W |
| 32794  |         python         | 6m23s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |200.3 W |
| 32782  |         python         | 6m25s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |291.4 W |
| 32786  |         python         | 6m25s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.4 C |244.4 W |
| 32790  |         python         | 6m25s  |   janel    | 8  | 1330MHz  | 36.3 C | 27.1 C |216.1 W |
| 32794  |         python         | 6m24s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |280.5 W |
| 32782  |         python         | 6m25s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |319.4 W |
| 32786  |         python         | 6m25s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.4 C |179.7 W |
| 32790  |         python         | 6m26s  |   janel    | 8  | 1330MHz  | 36.5 C | 27.1 C |284.5 W |
| 32794  |         python         | 6m26s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |169.3 W |
| 32782  |         python         | 6m27s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |309.4 W |
| 32786  |         python         | 6m27s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.4 C |178.9 W |
| 32790  |         python         | 6m27s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.1 C |311.3 W |
| 32794  |         python         | 6m27s  |   janel    | 12 | 1330MHz  | 35.4 C | 27.4 C |167.9 W |
| 32782  |         python         | 6m28s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |298.3 W |
| 32786  |         python         | 6m28s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.4 C |316.4 W |
| 32790  |         python         | 6m28s  |   janel    | 8  | 1330MHz  | 36.5 C | 27.1 C |237.0 W |
| 32794  |         python         | 6m28s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.4 C |306.9 W |
| 32782  |         python         | 6m29s  |   janel    | 0  | 1330MHz  | 36.4 C | 27.2 C |242.2 W |
| 32786  |         python         | 6m29s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.4 C |281.6 W |
| 32790  |         python         | 6m29s  |   janel    | 8  | 1330MHz  | 36.3 C | 27.1 C |286.2 W |
| 32794  |         python         | 6m29s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.4 C |288.2 W |
| 32782  |         python         | 6m30s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |247.5 W |
| 32786  |         python         | 6m30s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.4 C |249.8 W |
| 32790  |         python         | 6m30s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.1 C |240.0 W |
| 32794  |         python         | 6m30s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |216.6 W |
| 32782  |         python         | 6m31s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |214.8 W |
| 32786  |         python         | 6m31s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.4 C |304.4 W |
| 32790  |         python         | 6m31s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.1 C |320.7 W |
| 32794  |         python         | 6m31s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |297.1 W |
| 32782  |         python         | 6m32s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |231.7 W |
| 32786  |         python         | 6m32s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.4 C |266.8 W |
| 32790  |         python         | 6m32s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.1 C |260.3 W |
| 32794  |         python         | 6m33s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |226.8 W |
| 32782  |         python         | 6m34s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |173.9 W |
| 32786  |         python         | 6m34s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.4 C |179.4 W |
| 32790  |         python         | 6m34s  |   janel    | 8  | 1330MHz  | 36.5 C | 27.1 C |241.7 W |
| 32794  |         python         | 6m34s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |169.1 W |
| 32782  |         python         | 6m35s  |   janel    | 0  | 1330MHz  | 36.4 C | 27.2 C |234.6 W |
| 32786  |         python         | 6m35s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.4 C |273.3 W |
| 32790  |         python         | 6m35s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.1 C |297.3 W |
| 32794  |         python         | 6m35s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.4 C |283.8 W |
| 32782  |         python         | 6m36s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |239.5 W |
| 32786  |         python         | 6m36s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |294.1 W |
| 32790  |         python         | 6m36s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.1 C |266.3 W |
| 32794  |         python         | 6m36s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |294.1 W |
| 32782  |         python         | 6m37s  |   janel    | 0  | 1330MHz  | 36.4 C | 27.2 C |294.8 W |
| 32786  |         python         | 6m37s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |320.9 W |
| 32790  |         python         | 6m37s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.1 C |240.9 W |
| 32794  |         python         | 6m37s  |   janel    | 12 | 1330MHz  | 35.5 C | 27.5 C |247.7 W |
| 32782  |         python         | 6m38s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |269.8 W |
| 32786  |         python         | 6m38s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |246.3 W |
| 32790  |         python         | 6m38s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.1 C |250.2 W |
| 32794  |         python         | 6m38s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.5 C |206.0 W |
| 32782  |         python         | 6m39s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |272.3 W |
| 32786  |         python         | 6m39s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.5 C |245.1 W |
| 32790  |         python         | 6m39s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.2 C |303.9 W |
| 32794  |         python         | 6m40s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |274.4 W |
| 32782  |         python         | 6m41s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.2 C |203.5 W |
| 32786  |         python         | 6m41s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |250.2 W |
| 32790  |         python         | 6m41s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.2 C |186.0 W |
| 32794  |         python         | 6m41s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |262.9 W |
| 32782  |         python         | 6m42s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |196.9 W |
| 32786  |         python         | 6m42s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.5 C |189.6 W |
| 32790  |         python         | 6m42s  |   janel    | 8  | 1330MHz  | 36.5 C | 27.2 C |287.3 W |
| 32794  |         python         | 6m42s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |233.3 W |
| 32782  |         python         | 6m43s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |280.6 W |
| 32786  |         python         | 6m43s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.5 C |313.2 W |
| 32790  |         python         | 6m43s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.2 C |239.9 W |
| 32794  |         python         | 6m43s  |   janel    | 12 | 1330MHz  | 35.6 C | 27.5 C |294.4 W |
| 32782  |         python         | 6m44s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.2 C |174.6 W |
| 32786  |         python         | 6m44s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.5 C |321.2 W |
| 32790  |         python         | 6m44s  |   janel    | 8  | 1330MHz  | 36.3 C | 27.2 C |238.2 W |
| 32794  |         python         | 6m44s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.5 C |253.2 W |
| 32782  |         python         | 6m45s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |225.9 W |
| 32786  |         python         | 6m45s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |255.8 W |
| 32790  |         python         | 6m45s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.2 C |254.3 W |
| 32794  |         python         | 6m45s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.5 C |189.7 W |
| 32782  |         python         | 6m46s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.2 C |237.1 W |
| 32786  |         python         | 6m46s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |311.2 W |
| 32790  |         python         | 6m46s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.2 C |242.9 W |
| 32794  |         python         | 6m46s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |232.0 W |
| 32782  |         python         | 6m48s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |294.2 W |
| 32786  |         python         | 6m48s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |232.1 W |
| 32790  |         python         | 6m48s  |   janel    | 8  | 1330MHz  | 36.5 C | 27.2 C |233.1 W |
| 32794  |         python         | 6m48s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |206.9 W |
| 32782  |         python         | 6m49s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |285.9 W |
| 32786  |         python         | 6m49s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |279.5 W |
| 32790  |         python         | 6m49s  |   janel    | 8  | 1330MHz  | 36.5 C | 27.2 C |294.1 W |
| 32794  |         python         | 6m49s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |239.3 W |
| 32782  |         python         | 6m50s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |296.9 W |
| 32786  |         python         | 6m50s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |250.4 W |
| 32790  |         python         | 6m50s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.2 C |245.8 W |
| 32794  |         python         | 6m50s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |296.9 W |
| 32782  |         python         | 6m51s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |240.4 W |
| 32786  |         python         | 6m51s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.5 C |262.9 W |
| 32790  |         python         | 6m51s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.2 C |288.3 W |
| 32794  |         python         | 6m51s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |295.6 W |
| 32782  |         python         | 6m52s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |300.1 W |
| 32786  |         python         | 6m52s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |236.9 W |
| 32790  |         python         | 6m52s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.2 C |277.2 W |
| 32794  |         python         | 6m52s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |197.2 W |
| 32782  |         python         | 6m54s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |258.9 W |
| 32786  |         python         | 6m53s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |229.9 W |
| 32790  |         python         | 6m53s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.2 C |311.7 W |
| 32794  |         python         | 6m53s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.5 C |177.5 W |
| 32782  |         python         | 6m55s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.2 C |205.5 W |
| 32786  |         python         | 6m55s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |303.3 W |
| 32790  |         python         | 6m55s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.2 C |203.4 W |
| 32794  |         python         | 6m55s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.5 C |291.3 W |
| 32782  |         python         | 6m56s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |239.3 W |
| 32786  |         python         | 6m56s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |290.4 W |
| 32790  |         python         | 6m56s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.2 C |251.3 W |
| 32794  |         python         | 6m56s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.5 C |310.3 W |
| 32782  |         python         | 6m57s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |283.4 W |
| 32786  |         python         | 6m57s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |260.0 W |
| 32790  |         python         | 6m57s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.2 C |262.9 W |
| 32794  |         python         | 6m57s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.5 C |246.8 W |
| 32782  |         python         | 6m58s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.3 C |315.1 W |
| 32786  |         python         | 6m58s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.5 C |292.3 W |
| 32790  |         python         | 6m58s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.2 C |314.6 W |
| 32794  |         python         | 6m58s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.6 C |295.5 W |
| 32782  |         python         | 6m59s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |312.5 W |
| 32786  |         python         | 6m59s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.5 C |245.5 W |
| 32790  |         python         | 6m59s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.2 C |246.2 W |
| 32794  |         python         | 6m59s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.6 C |205.3 W |
| 32782  |         python         |  7m1s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |270.0 W |
| 32786  |         python         |  7m0s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.5 C |305.6 W |
| 32790  |         python         |  7m0s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.2 C |240.3 W |
| 32794  |         python         |  7m0s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.6 C |193.7 W |
| 32782  |         python         |  7m2s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |238.8 W |
| 32786  |         python         |  7m2s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |210.1 W |
| 32790  |         python         |  7m2s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.2 C |256.3 W |
| 32794  |         python         |  7m2s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.6 C |282.1 W |
| 32782  |         python         |  7m3s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |245.2 W |
| 32786  |         python         |  7m3s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.5 C |263.1 W |
| 32790  |         python         |  7m3s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.2 C |314.0 W |
| 32794  |         python         |  7m3s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.6 C |288.5 W |
| 32782  |         python         |  7m4s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |239.9 W |
| 32786  |         python         |  7m4s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |273.8 W |
| 32790  |         python         |  7m4s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.2 C |259.7 W |
| 32794  |         python         |  7m4s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.6 C |289.3 W |
| 32782  |         python         |  7m5s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |281.3 W |
| 32786  |         python         |  7m5s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |229.9 W |
| 32790  |         python         |  7m5s  |   janel    | 8  | 1330MHz  | 36.6 C | 27.3 C |282.2 W |
| 32794  |         python         |  7m5s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |302.6 W |
| 32782  |         python         |  7m6s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |312.6 W |
| 32786  |         python         |  7m6s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |302.8 W |
| 32790  |         python         |  7m6s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |265.2 W |
| 32794  |         python         |  7m6s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |289.0 W |
| 32782  |         python         |  7m8s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |276.8 W |
| 32786  |         python         |  7m7s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.5 C |250.6 W |
| 32790  |         python         |  7m7s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |239.1 W |
| 32794  |         python         |  7m7s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |262.4 W |
| 32782  |         python         |  7m9s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |247.1 W |
| 32786  |         python         |  7m9s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |179.3 W |
| 32790  |         python         |  7m9s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.2 C |173.2 W |
| 32794  |         python         |  7m9s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |169.0 W |
| 32782  |         python         | 7m10s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |266.5 W |
| 32786  |         python         | 7m10s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |179.4 W |
| 32790  |         python         | 7m10s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |303.2 W |
| 32794  |         python         | 7m10s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.6 C |169.0 W |
| 32782  |         python         | 7m11s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.3 C |298.2 W |
| 32786  |         python         | 7m11s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |326.2 W |
| 32790  |         python         | 7m11s  |   janel    | 8  | 1330MHz  | 36.8 C | 27.3 C |183.6 W |
| 32794  |         python         | 7m11s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.6 C |311.2 W |
| 32782  |         python         | 7m12s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |302.7 W |
| 32786  |         python         | 7m12s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |253.9 W |
| 32790  |         python         | 7m12s  |   janel    | 8  | 1330MHz  | 37.0 C | 27.3 C |249.7 W |
| 32794  |         python         | 7m12s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |202.4 W |
| 32782  |         python         | 7m13s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.3 C |311.8 W |
| 32786  |         python         | 7m13s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |316.8 W |
| 32790  |         python         | 7m13s  |   janel    | 8  | 1330MHz  | 37.0 C | 27.3 C |239.2 W |
| 32794  |         python         | 7m13s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |290.7 W |
| 32782  |         python         | 7m15s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.3 C |218.7 W |
| 32786  |         python         | 7m14s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.6 C |218.4 W |
| 32790  |         python         | 7m14s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |246.9 W |
| 32794  |         python         | 7m14s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.6 C |254.8 W |
| 32782  |         python         | 7m16s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.3 C |238.3 W |
| 32786  |         python         | 7m16s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |306.8 W |
| 32790  |         python         | 7m16s  |   janel    | 8  | 1330MHz  | 37.0 C | 27.3 C |246.9 W |
| 32794  |         python         | 7m16s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.6 C |293.3 W |
| 32782  |         python         | 7m17s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |173.3 W |
| 32786  |         python         | 7m17s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |313.3 W |
| 32790  |         python         | 7m17s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |268.1 W |
| 32794  |         python         | 7m17s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.6 C |286.3 W |
| 32782  |         python         | 7m18s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.4 C |259.5 W |
| 32786  |         python         | 7m18s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |319.4 W |
| 32790  |         python         | 7m18s  |   janel    | 8  | 1330MHz  | 37.0 C | 27.3 C |269.6 W |
| 32794  |         python         | 7m18s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.6 C |264.3 W |
| 32782  |         python         | 7m19s  |   janel    | 0  | 1330MHz  | 36.7 C | 27.4 C |216.2 W |
| 32786  |         python         | 7m19s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |304.7 W |
| 32790  |         python         | 7m19s  |   janel    | 8  | 1330MHz  | 37.0 C | 27.3 C |287.7 W |
| 32794  |         python         | 7m19s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.6 C |297.2 W |
| 32782  |         python         | 7m20s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |274.5 W |
| 32786  |         python         | 7m20s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |193.4 W |
| 32790  |         python         | 7m20s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |258.5 W |
| 32794  |         python         | 7m20s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |171.8 W |
| 32782  |         python         | 7m22s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |315.4 W |
| 32786  |         python         | 7m21s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |256.7 W |
| 32790  |         python         | 7m21s  |   janel    | 8  | 1330MHz  | 37.1 C | 27.3 C |192.7 W |
| 32794  |         python         | 7m21s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.6 C |287.9 W |
| 32782  |         python         | 7m23s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |261.7 W |
| 32786  |         python         | 7m23s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |314.5 W |
| 32790  |         python         | 7m23s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |301.7 W |
| 32794  |         python         | 7m23s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.6 C |293.4 W |
| 32782  |         python         | 7m24s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |316.4 W |
| 32786  |         python         | 7m24s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.6 C |183.1 W |
| 32790  |         python         | 7m24s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |173.5 W |
| 32794  |         python         | 7m24s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.7 C |171.8 W |
| 32782  |         python         | 7m25s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |304.3 W |
| 32786  |         python         | 7m25s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |250.6 W |
| 32790  |         python         | 7m25s  |   janel    | 8  | 1330MHz  | 37.0 C | 27.3 C |281.5 W |
| 32794  |         python         | 7m25s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.7 C |208.5 W |
| 32782  |         python         | 7m26s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |289.4 W |
| 32786  |         python         | 7m26s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |309.5 W |
| 32790  |         python         | 7m26s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |264.2 W |
| 32794  |         python         | 7m26s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.7 C |288.1 W |
| 32782  |         python         | 7m27s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |303.0 W |
| 32786  |         python         | 7m27s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |313.3 W |
| 32790  |         python         | 7m27s  |   janel    | 8  | 1330MHz  | 37.0 C | 27.3 C |233.0 W |
| 32794  |         python         | 7m27s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.7 C |319.7 W |
| 32782  |         python         | 7m29s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |311.8 W |
| 32786  |         python         | 7m29s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |324.2 W |
| 32790  |         python         | 7m28s  |   janel    | 8  | 1330MHz  | 37.1 C | 27.3 C |261.0 W |
| 32794  |         python         | 7m28s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.7 C |246.0 W |
| 32782  |         python         | 7m30s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |256.6 W |
| 32786  |         python         | 7m30s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |295.4 W |
| 32790  |         python         | 7m30s  |   janel    | 8  | 1330MHz  | 37.1 C | 27.3 C |293.6 W |
| 32794  |         python         | 7m30s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.7 C |295.3 W |
| 32782  |         python         | 7m31s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |209.6 W |
| 32786  |         python         | 7m31s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.6 C |302.4 W |
| 32790  |         python         | 7m31s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.4 C |270.6 W |
| 32794  |         python         | 7m31s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.7 C |246.5 W |
| 32782  |         python         | 7m32s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |230.6 W |
| 32786  |         python         | 7m32s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.6 C |309.7 W |
| 32790  |         python         | 7m32s  |   janel    | 8  | 1330MHz  | 36.9 C | 27.3 C |310.3 W |
| 32794  |         python         | 7m32s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.7 C |286.0 W |
| 32782  |         python         | 7m33s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.4 C |298.4 W |
| 32786  |         python         | 7m33s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.6 C |243.7 W |
| 32790  |         python         | 7m33s  |   janel    | 8  | 1330MHz  | 37.1 C | 27.3 C |234.9 W |
| 32794  |         python         | 7m33s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.7 C |192.7 W |
| 32782  |         python         | 7m34s  |   janel    | 0  | 1330MHz  | 37.0 C | 27.4 C |282.0 W |
| 32786  |         python         | 7m34s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.6 C |231.6 W |
| 32790  |         python         | 7m34s  |   janel    | 8  | 1330MHz  | 37.1 C | 27.3 C |302.2 W |
| 32794  |         python         | 7m34s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.7 C |224.5 W |
| 32782  |         python         | 7m36s  |   janel    | 0  | 1330MHz  | 37.0 C | 27.4 C |253.3 W |
