|A|B|C|D|E|F|G|H|I|
| 32790  |         python         | 1m35s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.0 W |
| 32790  |         python         | 1m36s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.2 C |137.1 W |
| 32790  |         python         | 1m37s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.2 C |137.4 W |
| 32790  |         python         | 1m38s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.2 C |136.5 W |
| 32790  |         python         | 1m40s  |   janel    | 8  | 1330MHz  | 33.1 C | 26.2 C |137.9 W |
| 32790  |         python         | 1m41s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.0 W |
| 32790  |         python         | 1m42s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.2 W |
| 32790  |         python         | 1m43s  |   janel    | 8  | 1330MHz  | 33.1 C | 26.3 C |137.2 W |
| 32790  |         python         | 1m44s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.2 C |137.3 W |
| 32790  |         python         | 1m45s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.2 C |137.1 W |
| 32790  |         python         | 1m46s  |   janel    | 8  | 1330MHz  | 33.1 C | 26.3 C |137.4 W |
| 32790  |         python         | 1m48s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.2 C |137.4 W |
| 32790  |         python         | 1m49s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.1 W |
| 32790  |         python         | 1m50s  |   janel    | 8  | 1330MHz  | 33.0 C | 26.3 C |137.3 W |
| 32790  |         python         | 1m51s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.4 W |
| 32790  |         python         | 1m52s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.8 W |
| 32790  |         python         | 1m53s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.2 C |137.7 W |
| 32790  |         python         | 1m54s  |   janel    | 8  | 1330MHz  | 33.0 C | 26.3 C |136.7 W |
| 32790  |         python         | 1m55s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.9 W |
| 32790  |         python         | 1m57s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.3 W |
| 32790  |         python         | 1m58s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.2 C |138.2 W |
| 32790  |         python         | 1m59s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |138.0 W |
| 32790  |         python         |  2m0s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.5 W |
| 32790  |         python         |  2m1s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.9 W |
| 32790  |         python         |  2m2s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.8 W |
| 32790  |         python         |  2m3s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.7 W |
| 32790  |         python         |  2m5s  |   janel    | 8  | 1330MHz  | 33.0 C | 26.3 C |137.8 W |
| 32790  |         python         |  2m6s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.7 W |
| 32790  |         python         |  2m7s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.5 W |
| 32790  |         python         |  2m8s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.3 W |
| 32790  |         python         |  2m9s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.9 W |
| 32790  |         python         | 2m10s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.9 W |
| 32790  |         python         | 2m11s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.5 W |
| 32790  |         python         | 2m13s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.9 W |
| 32790  |         python         | 2m14s  |   janel    | 8  | 1330MHz  | 33.0 C | 26.3 C |137.0 W |
| 32790  |         python         | 2m15s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.8 W |
| 32790  |         python         | 2m16s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.5 W |
| 32790  |         python         | 2m17s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.7 W |
| 32790  |         python         | 2m18s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.4 W |
| 32790  |         python         | 2m20s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.8 W |
| 32790  |         python         | 2m20s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.1 W |
| 32790  |         python         | 2m22s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.1 W |
| 32790  |         python         | 2m23s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.1 W |
| 32790  |         python         | 2m24s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.8 W |
| 32790  |         python         | 2m25s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.2 W |
| 32790  |         python         | 2m26s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.4 W |
| 32790  |         python         | 2m27s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.3 W |
| 32790  |         python         | 2m28s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.6 W |
| 32790  |         python         | 2m30s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |136.5 W |
| 32790  |         python         | 2m31s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.5 W |
| 32790  |         python         | 2m32s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.5 W |
| 32790  |         python         | 2m33s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.6 W |
| 32790  |         python         | 2m34s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.5 W |
| 32790  |         python         | 2m35s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |136.9 W |
| 32790  |         python         | 2m36s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.3 W |
| 32790  |         python         | 2m38s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.3 W |
| 32790  |         python         | 2m39s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |136.6 W |
| 32790  |         python         | 2m40s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.3 W |
| 32790  |         python         | 2m41s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |136.9 W |
| 32790  |         python         | 2m42s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.5 W |
| 32790  |         python         | 2m43s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.3 W |
| 32790  |         python         | 2m44s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.8 W |
| 32790  |         python         | 2m45s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.7 W |
| 32790  |         python         | 2m47s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.2 W |
| 32790  |         python         | 2m48s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.2 W |
| 32790  |         python         | 2m49s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.2 W |
| 32790  |         python         | 2m50s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.3 W |
| 32790  |         python         | 2m51s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.1 W |
| 32790  |         python         | 2m52s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.2 W |
| 32790  |         python         | 2m53s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.7 W |
| 32790  |         python         | 2m55s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.3 W |
| 32790  |         python         | 2m56s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.4 W |
| 32790  |         python         | 2m57s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |136.9 W |
| 32790  |         python         | 2m58s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.9 W |
| 32790  |         python         | 2m59s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.6 W |
| 32790  |         python         |  3m0s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.3 W |
| 32790  |         python         |  3m2s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |136.4 W |
| 32790  |         python         |  3m3s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.4 W |
| 32790  |         python         |  3m4s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.0 W |
| 32790  |         python         |  3m5s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.1 W |
| 32790  |         python         |  3m6s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.0 W |
| 32790  |         python         |  3m7s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.8 W |
| 32790  |         python         |  3m8s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.3 W |
| 32790  |         python         |  3m9s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.4 W |
| 32790  |         python         | 3m10s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.9 W |
| 32790  |         python         | 3m12s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |136.6 W |
| 32790  |         python         | 3m13s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |136.4 W |
| 32790  |         python         | 3m14s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.6 W |
| 32790  |         python         | 3m15s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.0 W |
| 32790  |         python         | 3m16s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |138.4 W |
| 32790  |         python         | 3m17s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.8 W |
| 32790  |         python         | 3m18s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.6 W |
| 32790  |         python         | 3m20s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.5 W |
| 32790  |         python         | 3m21s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.7 W |
| 32790  |         python         | 3m22s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.2 W |
| 32790  |         python         | 3m23s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |138.0 W |
| 32790  |         python         | 3m24s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.5 W |
| 32790  |         python         | 3m25s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.9 W |
| 32790  |         python         | 3m26s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.1 W |
| 32790  |         python         | 3m28s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.3 W |
| 32790  |         python         | 3m29s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |136.9 W |
| 32790  |         python         | 3m30s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |138.1 W |
| 32790  |         python         | 3m31s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.6 W |
| 32790  |         python         | 3m32s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |137.5 W |
| 32790  |         python         | 3m33s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |137.3 W |
| 32790  |         python         | 3m34s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |137.7 W |
| 32790  |         python         | 3m36s  |   janel    | 8  | 1320MHz  | 33.2 C | 26.3 C |137.1 W |
| 32782  |         python         | 3m37s  |   janel    | 0  | 1330MHz  | 32.9 C | 26.2 C |139.6 W |
| 32786  |         python         | 3m37s  |   janel    | 4  | 1330MHz  | 33.8 C | 26.2 C |144.2 W |
| 32790  |         python         | 3m37s  |   janel    | 8  | 1330MHz  | 33.2 C | 26.3 C |141.3 W |
| 32794  |         python         | 3m37s  |   janel    | 12 | 1330MHz  | 32.0 C | 26.3 C |135.2 W |
| 32782  |         python         | 3m38s  |   janel    | 0  | 1330MHz  | 32.9 C | 26.2 C |139.7 W |
| 32786  |         python         | 3m38s  |   janel    | 4  | 1330MHz  | 33.8 C | 26.2 C |144.6 W |
| 32790  |         python         | 3m38s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |145.1 W |
| 32794  |         python         | 3m38s  |   janel    | 12 | 1330MHz  | 32.2 C | 26.3 C |134.3 W |
| 32782  |         python         | 3m40s  |   janel    | 0  | 1330MHz  | 32.9 C | 26.2 C |139.7 W |
| 32786  |         python         | 3m40s  |   janel    | 4  | 1330MHz  | 33.8 C | 26.2 C |144.1 W |
| 32790  |         python         | 3m39s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |145.0 W |
| 32794  |         python         | 3m39s  |   janel    | 12 | 1330MHz  | 32.0 C | 26.3 C |133.9 W |
| 32782  |         python         | 3m41s  |   janel    | 0  | 1330MHz  | 32.7 C | 26.2 C |142.8 W |
| 32786  |         python         | 3m41s  |   janel    | 4  | 1330MHz  | 34.0 C | 26.2 C |162.7 W |
| 32790  |         python         | 3m41s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |148.3 W |
| 32794  |         python         | 3m41s  |   janel    | 12 | 1330MHz  | 32.0 C | 26.3 C |138.5 W |
| 32782  |         python         | 3m42s  |   janel    | 0  | 1330MHz  | 33.0 C | 26.2 C |162.8 W |
| 32786  |         python         | 3m42s  |   janel    | 4  | 1330MHz  | 34.0 C | 26.2 C |176.1 W |
| 32790  |         python         | 3m42s  |   janel    | 8  | 1330MHz  | 33.3 C | 26.3 C |168.0 W |
| 32794  |         python         | 3m42s  |   janel    | 12 | 1330MHz  | 32.2 C | 26.3 C |149.3 W |
| 32782  |         python         | 3m43s  |   janel    | 0  | 1330MHz  | 32.9 C | 26.2 C |170.7 W |
| 32786  |         python         | 3m43s  |   janel    | 4  | 1330MHz  | 34.0 C | 26.2 C |175.5 W |
| 32790  |         python         | 3m43s  |   janel    | 8  | 1330MHz  | 33.6 C | 26.3 C |168.8 W |
| 32794  |         python         | 3m43s  |   janel    | 12 | 1330MHz  | 31.9 C | 26.3 C |156.3 W |
| 32782  |         python         | 3m44s  |   janel    | 0  | 1330MHz  | 32.9 C | 26.2 C |171.1 W |
| 32786  |         python         | 3m44s  |   janel    | 4  | 1330MHz  | 34.0 C | 26.2 C |175.9 W |
| 32790  |         python         | 3m44s  |   janel    | 8  | 1330MHz  | 33.4 C | 26.3 C |168.4 W |
| 32794  |         python         | 3m44s  |   janel    | 12 | 1330MHz  | 32.3 C | 26.3 C |165.1 W |
| 32782  |         python         | 3m45s  |   janel    | 0  | 1330MHz  | 32.9 C | 26.2 C |170.5 W |
| 32786  |         python         | 3m45s  |   janel    | 4  | 1330MHz  | 34.2 C | 26.2 C |176.1 W |
| 32790  |         python         | 3m45s  |   janel    | 8  | 1330MHz  | 33.6 C | 26.3 C |168.8 W |
| 32794  |         python         | 3m45s  |   janel    | 12 | 1330MHz  | 32.2 C | 26.3 C |165.1 W |
| 32782  |         python         | 3m47s  |   janel    | 0  | 1330MHz  | 33.0 C | 26.2 C |170.9 W |
| 32786  |         python         | 3m47s  |   janel    | 4  | 1330MHz  | 34.1 C | 26.2 C |175.1 W |
| 32790  |         python         | 3m47s  |   janel    | 8  | 1330MHz  | 33.6 C | 26.3 C |168.6 W |
| 32794  |         python         | 3m46s  |   janel    | 12 | 1330MHz  | 32.3 C | 26.3 C |164.9 W |
| 32782  |         python         | 3m47s  |   janel    | 0  | 1330MHz  | 33.0 C | 26.2 C |170.6 W |
| 32786  |         python         | 3m47s  |   janel    | 4  | 1330MHz  | 34.1 C | 26.2 C |175.4 W |
| 32790  |         python         | 3m48s  |   janel    | 8  | 1330MHz  | 33.6 C | 26.3 C |169.2 W |
| 32794  |         python         | 3m48s  |   janel    | 12 | 1330MHz  | 32.3 C | 26.3 C |164.9 W |
| 32782  |         python         | 3m49s  |   janel    | 0  | 1330MHz  | 32.9 C | 26.2 C |170.5 W |
| 32786  |         python         | 3m49s  |   janel    | 4  | 1330MHz  | 34.1 C | 26.2 C |175.2 W |
| 32790  |         python         | 3m49s  |   janel    | 8  | 1330MHz  | 33.6 C | 26.3 C |168.8 W |
| 32794  |         python         | 3m49s  |   janel    | 12 | 1330MHz  | 32.3 C | 26.3 C |165.1 W |
| 32782  |         python         | 3m50s  |   janel    | 0  | 1330MHz  | 33.0 C | 26.2 C |171.1 W |
| 32786  |         python         | 3m50s  |   janel    | 4  | 1330MHz  | 34.1 C | 26.2 C |175.7 W |
| 32790  |         python         | 3m50s  |   janel    | 8  | 1330MHz  | 33.6 C | 26.3 C |168.4 W |
| 32794  |         python         | 3m50s  |   janel    | 12 | 1330MHz  | 32.3 C | 26.3 C |165.3 W |
| 32782  |         python         | 3m51s  |   janel    | 0  | 1330MHz  | 33.0 C | 26.2 C |170.7 W |
