|A|B|C|D|E|F|G|H|I|
| 68304  |         python         | 17m23s |   janel    | 0  | 1330MHz  | 34.5 C | 26.8 C |201.7 W |
| 68304  |         python         | 17m23s |   janel    | 0  | 1330MHz  | 34.5 C | 26.8 C |316.0 W |
| 68304  |         python         | 17m26s |   janel    | 0  | 1330MHz  | 34.8 C | 26.9 C |233.3 W |
| 68304  |         python         | 17m27s |   janel    | 0  | 1330MHz  | 34.8 C | 26.8 C |163.0 W |
| 68304  |         python         | 17m28s |   janel    | 0  | 1330MHz  | 35.1 C | 26.9 C |163.8 W |
| 68304  |         python         | 17m31s |   janel    | 0  | 1330MHz  | 35.2 C | 26.9 C |288.5 W |
| 68304  |         python         | 17m31s |   janel    | 0  | 1330MHz  | 35.1 C | 26.9 C |236.5 W |
| 68304  |         python         | 17m34s |   janel    | 0  | 1330MHz  | 35.2 C | 26.9 C |266.8 W |
| 68304  |         python         | 17m34s |   janel    | 0  | 1330MHz  | 35.1 C | 27.0 C |260.4 W |
| 68304  |         python         | 17m36s |   janel    | 0  | 1330MHz  | 35.3 C | 27.0 C |196.8 W |
| 68304  |         python         | 17m39s |   janel    | 0  | 1330MHz  | 35.2 C | 27.0 C |263.5 W |
| 68304  |         python         | 17m39s |   janel    | 0  | 1330MHz  | 35.5 C | 27.0 C |254.3 W |
| 68304  |         python         | 17m42s |   janel    | 0  | 1330MHz  | 35.4 C | 27.0 C |286.5 W |
| 68304  |         python         | 17m42s |   janel    | 0  | 1330MHz  | 35.5 C | 27.0 C |267.8 W |
| 68304  |         python         | 17m45s |   janel    | 0  | 1330MHz  | 35.6 C | 27.0 C |261.9 W |
| 68304  |         python         | 17m45s |   janel    | 0  | 1330MHz  | 35.8 C | 27.1 C |296.5 W |
| 68304  |         python         | 17m47s |   janel    | 0  | 1330MHz  | 35.6 C | 27.1 C |257.6 W |
| 68304  |         python         | 17m50s |   janel    | 0  | 1330MHz  | 35.8 C | 27.1 C |223.9 W |
| 68304  |         python         | 17m50s |   janel    | 0  | 1330MHz  | 35.9 C | 27.2 C |267.1 W |
| 68304  |         python         | 17m53s |   janel    | 0  | 1330MHz  | 35.9 C | 27.1 C |164.2 W |
| 68304  |         python         | 17m53s |   janel    | 0  | 1330MHz  | 36.1 C | 27.2 C |276.5 W |
| 68304  |         python         | 17m56s |   janel    | 0  | 1330MHz  | 36.1 C | 27.2 C |192.4 W |
| 68304  |         python         | 17m57s |   janel    | 0  | 1330MHz  | 36.1 C | 27.2 C |266.2 W |
| 68304  |         python         | 17m58s |   janel    | 0  | 1330MHz  | 36.2 C | 27.2 C |238.3 W |
| 68304  |         python         | 18m1s  |   janel    | 0  | 1330MHz  | 36.3 C | 27.2 C |282.6 W |
| 68304  |         python         | 18m1s  |   janel    | 0  | 1330MHz  | 36.3 C | 27.3 C |223.7 W |
| 68304  |         python         | 18m4s  |   janel    | 0  | 1330MHz  | 36.2 C | 27.3 C |242.2 W |
| 68304  |         python         | 18m4s  |   janel    | 0  | 1330MHz  | 36.3 C | 27.3 C |281.7 W |
| 68304  |         python         | 18m7s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.3 C |238.3 W |
| 68304  |         python         | 18m7s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.3 C |270.9 W |
| 68304  |         python         | 18m10s |   janel    | 0  | 1330MHz  | 36.6 C | 27.4 C |229.0 W |
| 68304  |         python         | 18m11s |   janel    | 0  | 1330MHz  | 36.5 C | 27.4 C |234.5 W |
| 68304  |         python         | 18m12s |   janel    | 0  | 1330MHz  | 36.5 C | 27.4 C |176.0 W |
| 68304  |         python         | 18m15s |   janel    | 0  | 1330MHz  | 36.8 C | 27.4 C |288.5 W |
| 68304  |         python         | 18m16s |   janel    | 0  | 1330MHz  | 36.8 C | 27.4 C |238.9 W |
| 68304  |         python         | 18m17s |   janel    | 0  | 1330MHz  | 36.6 C | 27.4 C |204.2 W |
| 68304  |         python         | 18m20s |   janel    | 0  | 1330MHz  | 36.8 C | 27.4 C |300.7 W |
| 68304  |         python         | 18m20s |   janel    | 0  | 1330MHz  | 36.8 C | 27.5 C |229.5 W |
| 68304  |         python         | 18m23s |   janel    | 0  | 1330MHz  | 36.9 C | 27.5 C |227.4 W |
| 68304  |         python         | 18m25s |   janel    | 0  | 1330MHz  | 36.9 C | 27.5 C |258.4 W |
| 68304  |         python         | 18m25s |   janel    | 0  | 1330MHz  | 37.0 C | 27.5 C |304.9 W |
| 68304  |         python         | 18m28s |   janel    | 0  | 1330MHz  | 37.0 C | 27.5 C |165.6 W |
| 68304  |         python         | 18m28s |   janel    | 0  | 1330MHz  | 37.3 C | 27.6 C |222.6 W |
| 68304  |         python         | 18m31s |   janel    | 0  | 1330MHz  | 37.3 C | 27.6 C |236.2 W |
| 68304  |         python         | 18m31s |   janel    | 0  | 1330MHz  | 37.0 C | 27.6 C |262.7 W |
| 68304  |         python         | 18m34s |   janel    | 0  | 1330MHz  | 37.2 C | 27.6 C |307.8 W |
| 68304  |         python         | 18m35s |   janel    | 0  | 1330MHz  | 37.4 C | 27.6 C |296.6 W |
| 68304  |         python         | 18m37s |   janel    | 0  | 1330MHz  | 37.4 C | 27.7 C |289.2 W |
| 68304  |         python         | 18m38s |   janel    | 0  | 1330MHz  | 37.4 C | 27.7 C |231.9 W |
| 68304  |         python         | 18m39s |   janel    | 0  | 1330MHz  | 37.4 C | 27.7 C |264.4 W |
| 68304  |         python         | 18m42s |   janel    | 0  | 1330MHz  | 37.6 C | 27.7 C |166.5 W |
| 68304  |         python         | 18m42s |   janel    | 0  | 1330MHz  | 37.6 C | 27.7 C |239.6 W |
| 68304  |         python         | 18m45s |   janel    | 0  | 1330MHz  | 37.7 C | 27.7 C |308.3 W |
| 68304  |         python         | 18m47s |   janel    | 0  | 1330MHz  | 37.6 C | 27.8 C |165.2 W |
| 68304  |         python         | 18m47s |   janel    | 0  | 1330MHz  | 37.6 C | 27.8 C |304.7 W |
| 68304  |         python         | 18m50s |   janel    | 0  | 1330MHz  | 37.7 C | 27.8 C |267.6 W |
| 68304  |         python         | 18m50s |   janel    | 0  | 1330MHz  | 37.6 C | 27.8 C |226.7 W |
| 68304  |         python         | 18m53s |   janel    | 0  | 1330MHz  | 37.8 C | 27.8 C |304.7 W |
| 68304  |         python         | 18m55s |   janel    | 0  | 1330MHz  | 37.7 C | 27.8 C |201.0 W |
| 68304  |         python         | 18m55s |   janel    | 0  | 1330MHz  | 37.8 C | 27.8 C |222.5 W |
| 68304  |         python         | 18m58s |   janel    | 0  | 1330MHz  | 37.8 C | 27.9 C |270.4 W |
| 68304  |         python         | 18m59s |   janel    | 0  | 1330MHz  | 38.0 C | 27.9 C |300.6 W |
| 68304  |         python         | 19m0s  |   janel    | 0  | 1330MHz  | 38.0 C | 27.9 C |309.3 W |
| 68304  |         python         | 19m3s  |   janel    | 0  | 1330MHz  | 38.0 C | 27.9 C |262.7 W |
| 68304  |         python         | 19m3s  |   janel    | 0  | 1330MHz  | 37.8 C | 27.9 C |234.2 W |
| 68304  |         python         | 19m6s  |   janel    | 0  | 1330MHz  | 37.8 C | 27.9 C |305.8 W |
| 68304  |         python         | 19m6s  |   janel    | 0  | 1330MHz  | 38.0 C | 27.9 C |239.7 W |
| 68304  |         python         | 19m9s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.0 C |293.4 W |
| 68304  |         python         | 19m10s |   janel    | 0  | 1330MHz  | 38.1 C | 28.0 C |234.9 W |
| 68304  |         python         | 19m12s |   janel    | 0  | 1330MHz  | 38.1 C | 28.0 C |242.1 W |
| 68304  |         python         | 19m13s |   janel    | 0  | 1330MHz  | 38.0 C | 28.0 C |307.1 W |
| 68304  |         python         | 19m14s |   janel    | 0  | 1330MHz  | 37.8 C | 28.0 C |237.7 W |
| 68304  |         python         | 19m17s |   janel    | 0  | 1330MHz  | 38.0 C | 28.0 C |252.4 W |
| 68304  |         python         | 19m17s |   janel    | 0  | 1330MHz  | 38.1 C | 28.0 C |237.8 W |
| 68304  |         python         | 19m20s |   janel    | 0  | 1330MHz  | 38.0 C | 28.0 C |212.2 W |
| 68304  |         python         | 19m21s |   janel    | 0  | 1330MHz  | 37.8 C | 28.0 C |302.7 W |
| 68304  |         python         | 19m22s |   janel    | 0  | 1330MHz  | 38.0 C | 28.0 C |241.2 W |
| 68304  |         python         | 19m25s |   janel    | 0  | 1330MHz  | 38.0 C | 28.0 C |229.3 W |
| 68304  |         python         | 19m25s |   janel    | 0  | 1330MHz  | 38.1 C | 28.0 C |238.5 W |
| 68304  |         python         | 19m28s |   janel    | 0  | 1330MHz  | 38.1 C | 28.0 C |191.9 W |
| 68304  |         python         | 19m28s |   janel    | 0  | 1330MHz  | 37.8 C | 28.0 C |267.7 W |
| 68304  |         python         | 19m30s |   janel    | 0  | 1330MHz  | 38.1 C | 28.0 C |300.4 W |
| 68304  |         python         | 19m33s |   janel    | 0  | 1330MHz  | 37.8 C | 28.0 C |272.8 W |
| 68304  |         python         | 19m33s |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |179.3 W |
| 68304  |         python         | 19m36s |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |313.4 W |
| 68304  |         python         | 19m36s |   janel    | 0  | 1330MHz  | 37.8 C | 28.0 C |228.4 W |
| 68304  |         python         | 19m39s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |197.2 W |
| 68304  |         python         | 19m39s |   janel    | 0  | 1330MHz  | 37.7 C | 28.1 C |269.3 W |
| 68304  |         python         | 19m41s |   janel    | 0  | 1330MHz  | 37.7 C | 28.1 C |197.7 W |
| 68304  |         python         | 19m43s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |284.0 W |
| 68304  |         python         | 19m44s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |166.8 W |
| 68304  |         python         | 19m47s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |210.1 W |
| 68304  |         python         | 19m47s |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |267.0 W |
| 68304  |         python         | 19m50s |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |265.0 W |
| 68304  |         python         | 19m50s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |295.5 W |
| 68304  |         python         | 19m53s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |312.2 W |
| 68304  |         python         | 19m53s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |261.5 W |
| 68304  |         python         | 19m56s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |266.8 W |
| 68304  |         python         | 19m57s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |308.0 W |
| 68304  |         python         | 19m58s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |233.7 W |
| 68304  |         python         | 20m1s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |258.2 W |
| 68304  |         python         | 20m1s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |298.6 W |
| 68304  |         python         | 20m4s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |265.9 W |
| 68304  |         python         | 20m4s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.1 C |290.9 W |
| 68304  |         python         | 20m7s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |226.2 W |
| 68304  |         python         | 20m7s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |250.1 W |
| 68304  |         python         | 20m9s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |299.7 W |
| 68304  |         python         | 20m11s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |225.6 W |
| 68304  |         python         | 20m12s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |224.5 W |
| 68304  |         python         | 20m15s |   janel    | 0  | 1330MHz  | 37.8 C | 28.1 C |226.1 W |
| 68304  |         python         | 20m15s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |303.5 W |
| 68304  |         python         | 20m18s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |285.8 W |
| 68304  |         python         | 20m18s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |259.8 W |
| 68304  |         python         | 20m20s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |305.1 W |
| 68304  |         python         | 20m23s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |250.6 W |
| 68304  |         python         | 20m23s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |166.4 W |
| 68304  |         python         | 20m26s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |201.9 W |
| 68304  |         python         | 20m26s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |233.4 W |
| 68304  |         python         | 20m29s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |166.6 W |
| 68304  |         python         | 20m29s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |171.5 W |
| 68304  |         python         | 20m32s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |235.6 W |
| 68304  |         python         | 20m32s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |271.3 W |
| 68304  |         python         | 20m34s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |288.7 W |
| 68304  |         python         | 20m36s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |276.2 W |
| 68304  |         python         | 20m37s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |262.5 W |
| 68304  |         python         | 20m40s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |283.8 W |
| 68304  |         python         | 20m41s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |238.1 W |
| 68304  |         python         | 20m42s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |302.7 W |
| 68304  |         python         | 20m45s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |260.9 W |
| 68304  |         python         | 20m45s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |292.5 W |
| 68304  |         python         | 20m48s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |222.7 W |
| 68304  |         python         | 20m49s |   janel    | 0  | 1330MHz  | 37.7 C | 28.2 C |212.5 W |
| 68304  |         python         | 20m50s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |273.5 W |
| 68304  |         python         | 20m53s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |271.7 W |
| 68304  |         python         | 20m53s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |292.1 W |
| 68304  |         python         | 20m56s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |227.5 W |
| 68304  |         python         | 20m58s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |305.1 W |
| 68304  |         python         | 20m58s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |299.5 W |
| 68304  |         python         | 21m1s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |270.3 W |
| 68304  |         python         | 21m1s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |224.4 W |
| 68304  |         python         | 21m4s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |235.2 W |
| 68304  |         python         | 21m4s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |314.9 W |
| 68304  |         python         | 21m7s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |303.8 W |
| 68304  |         python         | 21m8s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |314.3 W |
| 68304  |         python         | 21m9s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |307.6 W |
| 68304  |         python         | 21m12s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |260.8 W |
| 68304  |         python         | 21m12s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |238.8 W |
| 68304  |         python         | 21m15s |   janel    | 0  | 1330MHz  | 37.7 C | 28.2 C |165.1 W |
| 68304  |         python         | 21m15s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |229.3 W |
| 68304  |         python         | 21m18s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |303.5 W |
| 68304  |         python         | 21m19s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |319.8 W |
| 68304  |         python         | 21m20s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |190.2 W |
| 68304  |         python         | 21m22s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |214.9 W |
| 68304  |         python         | 21m23s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |275.0 W |
| 68304  |         python         | 21m26s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |232.6 W |
| 68304  |         python         | 21m26s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |266.0 W |
| 68304  |         python         | 21m28s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |231.9 W |
| 68304  |         python         | 21m31s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |269.6 W |
| 68304  |         python         | 21m31s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |262.8 W |
| 68304  |         python         | 21m34s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |227.8 W |
| 68304  |         python         | 21m34s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |313.0 W |
| 68304  |         python         | 21m37s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |276.1 W |
| 68304  |         python         | 21m37s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |229.0 W |
| 68304  |         python         | 21m39s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |234.5 W |
| 68304  |         python         | 21m41s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |167.5 W |
| 68304  |         python         | 21m42s |   janel    | 0  | 1330MHz  | 37.8 C | 28.3 C |307.7 W |
| 68304  |         python         | 21m45s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |291.2 W |
| 68304  |         python         | 21m46s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |237.4 W |
| 68304  |         python         | 21m47s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |165.3 W |
| 68304  |         python         | 21m50s |   janel    | 0  | 1330MHz  | 37.7 C | 28.2 C |295.7 W |
| 68304  |         python         | 21m50s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |256.0 W |
| 68304  |         python         | 21m53s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |266.2 W |
| 68304  |         python         | 21m54s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |178.8 W |
| 68304  |         python         | 21m56s |   janel    | 0  | 1330MHz  | 38.0 C | 28.3 C |178.9 W |
| 68304  |         python         | 21m57s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |227.5 W |
| 68304  |         python         | 21m58s |   janel    | 0  | 1330MHz  | 38.0 C | 28.3 C |297.8 W |
| 68304  |         python         | 22m1s  |   janel    | 0  | 1330MHz  | 38.1 C | 28.3 C |308.1 W |
| 68304  |         python         | 22m1s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |275.7 W |
| 68304  |         python         | 22m4s  |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |213.3 W |
| 68304  |         python         | 22m5s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |225.4 W |
| 68304  |         python         | 22m6s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |238.0 W |
| 68304  |         python         | 22m9s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |167.0 W |
| 68304  |         python         | 22m9s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |167.1 W |
| 68304  |         python         | 22m11s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |239.5 W |
| 68304  |         python         | 22m14s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |274.9 W |
| 68304  |         python         | 22m14s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |232.9 W |
| 68304  |         python         | 22m17s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |227.2 W |
| 68304  |         python         | 22m18s |   janel    | 0  | 1330MHz  | 37.8 C | 28.3 C |237.8 W |
| 68304  |         python         | 22m19s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |295.7 W |
| 68304  |         python         | 22m22s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |204.0 W |
| 68304  |         python         | 22m22s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |274.1 W |
| 68304  |         python         | 22m25s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |295.5 W |
| 68304  |         python         | 22m26s |   janel    | 0  | 1330MHz  | 38.0 C | 28.3 C |260.3 W |
| 68304  |         python         | 22m27s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |276.8 W |
| 68304  |         python         | 22m30s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |298.8 W |
| 68304  |         python         | 22m30s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |272.2 W |
| 68304  |         python         | 22m33s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |206.8 W |
| 68304  |         python         | 22m33s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |219.2 W |
| 68304  |         python         | 22m36s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |257.0 W |
| 68304  |         python         | 22m36s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |249.8 W |
| 68304  |         python         | 22m38s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |308.6 W |
| 68304  |         python         | 22m41s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |285.2 W |
| 68304  |         python         | 22m41s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |292.6 W |
| 68304  |         python         | 22m44s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |279.9 W |
| 68304  |         python         | 22m45s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |231.3 W |
| 68304  |         python         | 22m46s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |264.9 W |
| 68304  |         python         | 22m49s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |257.3 W |
| 68304  |         python         | 22m49s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |196.2 W |
| 68304  |         python         | 22m52s |   janel    | 0  | 1330MHz  | 38.1 C | 28.2 C |235.7 W |
| 68304  |         python         | 22m52s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |303.0 W |
| 68304  |         python         | 22m54s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |227.3 W |
| 68304  |         python         | 22m57s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |224.9 W |
| 68304  |         python         | 22m57s |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |232.4 W |
| 68304  |         python         | 23m0s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |211.4 W |
| 68304  |         python         | 23m0s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |277.6 W |
| 68304  |         python         | 23m3s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |236.4 W |
| 68304  |         python         | 23m3s  |   janel    | 0  | 1330MHz  | 37.8 C | 28.2 C |261.3 W |
| 68304  |         python         | 23m6s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |224.9 W |
| 68304  |         python         | 23m7s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |202.6 W |
| 68304  |         python         | 23m8s  |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |287.6 W |
| 68304  |         python         | 23m11s |   janel    | 0  | 1330MHz  | 37.7 C | 28.2 C |284.5 W |
| 68304  |         python         | 23m11s |   janel    | 0  | 1330MHz  | 38.0 C | 28.2 C |229.5 W |
