|A|B|C|D|E|F|G|H|I|
| 167068 |         poprun         |  18s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.8 C |126.7 W |
| 167068 |         poprun         |  18s   |   janel    | 4  | 1330MHz  | 32.3 C | 27.0 C |141.4 W |
| 167068 |         poprun         |  19s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.8 C |126.9 W |
| 167068 |         poprun         |  20s   |   janel    | 4  | 1330MHz  | 32.5 C | 27.0 C |141.7 W |
| 167068 |         poprun         |  21s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.8 C |126.7 W |
| 167068 |         poprun         |  21s   |   janel    | 4  | 1330MHz  | 32.5 C | 27.0 C |141.6 W |
| 167068 |         poprun         |  22s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.8 C |126.7 W |
| 167068 |         poprun         |  22s   |   janel    | 4  | 1330MHz  | 32.5 C | 27.0 C |142.5 W |
| 167068 |         poprun         |  24s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.8 C |126.6 W |
| 167068 |         poprun         |  24s   |   janel    | 4  | 1330MHz  | 32.5 C | 27.0 C |142.5 W |
| 167068 |         poprun         |  24s   |   janel    | 0  | 1330MHz  | 31.8 C | 26.8 C |126.2 W |
| 167068 |         poprun         |  24s   |   janel    | 4  | 1330MHz  | 32.6 C | 27.0 C |142.5 W |
| 167068 |         poprun         |  25s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.8 C |126.1 W |
| 167068 |         poprun         |  25s   |   janel    | 4  | 1330MHz  | 32.6 C | 27.0 C |141.8 W |
| 167068 |         poprun         |  27s   |   janel    | 0  | 1330MHz  | 31.8 C | 26.9 C |126.3 W |
| 167068 |         poprun         |  27s   |   janel    | 4  | 1330MHz  | 32.7 C | 27.0 C |141.7 W |
| 167068 |         poprun         |  28s   |   janel    | 0  | 1330MHz  | 31.9 C | 26.9 C |126.8 W |
| 167068 |         poprun         |  28s   |   janel    | 4  | 1330MHz  | 32.7 C | 27.0 C |141.6 W |
| 167068 |         poprun         |  29s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.9 C |126.9 W |
| 167068 |         poprun         |  29s   |   janel    | 4  | 1330MHz  | 32.7 C | 27.0 C |141.8 W |
| 167068 |         poprun         |  37s   |   janel    | 0  | 1330MHz  | 31.9 C | 26.9 C |127.0 W |
| 167068 |         poprun         |  37s   |   janel    | 4  | 1330MHz  | 32.6 C | 27.1 C |142.5 W |
| 167068 |         poprun         |  38s   |   janel    | 0  | 1330MHz  | 32.1 C | 26.9 C |126.8 W |
| 167068 |         poprun         |  39s   |   janel    | 4  | 1330MHz  | 32.7 C | 27.1 C |142.5 W |
| 167068 |         poprun         |  40s   |   janel    | 0  | 1330MHz  | 31.6 C | 26.9 C |126.5 W |
| 167068 |         poprun         |  40s   |   janel    | 4  | 1330MHz  | 32.9 C | 27.1 C |142.2 W |
| 167068 |         poprun         |  48s   |   janel    | 0  | 1330MHz  | 32.2 C | 27.0 C |127.0 W |
| 167068 |         poprun         |  49s   |   janel    | 4  | 1330MHz  | 33.0 C | 27.2 C |142.2 W |
| 167906 |         python         |   5s   |   janel    | 3  | 1330MHz  | 33.4 C | 27.0 C |127.5 W |
| 167906 |         python         |   6s   |   janel    | 3  | 1330MHz  | 33.7 C | 27.0 C |127.9 W |
| 167905 |         python         |   7s   |   janel    | 2  | 1330MHz  | 34.8 C | 27.0 C |127.9 W |
| 167903 |         python         |   8s   |   janel    | 0  | 1330MHz  | 32.2 C | 27.0 C |135.9 W |
| 167907 |         python         |   8s   |   janel    | 4  | 1330MHz  | 33.0 C | 27.2 C |143.6 W |
| 167903 |         python         |  10s   |   janel    | 0  | 1330MHz  | 32.2 C | 27.0 C |135.8 W |
| 167907 |         python         |  10s   |   janel    | 4  | 1330MHz  | 33.2 C | 27.2 C |143.6 W |
| 167903 |         python         |  11s   |   janel    | 0  | 1330MHz  | 32.3 C | 27.0 C |137.0 W |
| 167907 |         python         |  11s   |   janel    | 4  | 1330MHz  | 33.2 C | 27.2 C |143.8 W |
| 167903 |         python         |  12s   |   janel    | 0  | 1330MHz  | 32.3 C | 27.0 C |143.5 W |
| 167907 |         python         |  12s   |   janel    | 4  | 1330MHz  | 33.3 C | 27.2 C |159.0 W |
| 167903 |         python         |  14s   |   janel    | 0  | 1330MHz  | 32.3 C | 27.0 C |151.0 W |
| 167907 |         python         |  14s   |   janel    | 4  | 1330MHz  | 33.0 C | 27.2 C |159.0 W |
| 167903 |         python         |  14s   |   janel    | 0  | 1330MHz  | 32.4 C | 27.0 C |159.1 W |
| 167907 |         python         |  14s   |   janel    | 4  | 1330MHz  | 33.3 C | 27.2 C |175.0 W |
| 167903 |         python         |  15s   |   janel    | 0  | 1330MHz  | 32.4 C | 27.1 C |158.9 W |
| 167907 |         python         |  15s   |   janel    | 4  | 1330MHz  | 33.4 C | 27.3 C |175.4 W |
| 167903 |         python         |  17s   |   janel    | 0  | 1330MHz  | 32.6 C | 27.1 C |159.2 W |
| 167907 |         python         |  17s   |   janel    | 4  | 1330MHz  | 33.4 C | 27.2 C |175.0 W |
| 167903 |         python         |  18s   |   janel    | 0  | 1330MHz  | 32.4 C | 27.1 C |158.7 W |
| 167907 |         python         |  18s   |   janel    | 4  | 1330MHz  | 33.4 C | 27.3 C |175.2 W |
| 167903 |         python         |  19s   |   janel    | 0  | 1330MHz  | 32.7 C | 27.1 C |158.9 W |
| 167907 |         python         |  19s   |   janel    | 4  | 1330MHz  | 33.4 C | 27.3 C |176.2 W |
| 167903 |         python         |  20s   |   janel    | 0  | 1330MHz  | 32.6 C | 27.1 C |159.1 W |
| 167907 |         python         |  20s   |   janel    | 4  | 1330MHz  | 33.6 C | 27.3 C |175.8 W |
| 167903 |         python         |  22s   |   janel    | 0  | 1330MHz  | 32.7 C | 27.1 C |158.7 W |
| 167907 |         python         |  21s   |   janel    | 4  | 1330MHz  | 33.4 C | 27.3 C |175.8 W |
| 167903 |         python         |  22s   |   janel    | 0  | 1330MHz  | 32.6 C | 27.1 C |159.4 W |
| 167907 |         python         |  22s   |   janel    | 4  | 1330MHz  | 33.4 C | 27.3 C |175.6 W |
| 167903 |         python         |  23s   |   janel    | 0  | 1330MHz  | 32.6 C | 27.1 C |159.1 W |
| 167907 |         python         |  23s   |   janel    | 4  | 1330MHz  | 33.4 C | 27.3 C |175.8 W |
| 167903 |         python         |  25s   |   janel    | 0  | 1330MHz  | 32.7 C | 27.1 C |159.5 W |
| 167907 |         python         |  25s   |   janel    | 4  | 1330MHz  | 33.6 C | 27.3 C |175.8 W |
| 167903 |         python         |  26s   |   janel    | 0  | 1330MHz  | 32.7 C | 27.2 C |159.6 W |
| 167907 |         python         |  26s   |   janel    | 4  | 1330MHz  | 33.7 C | 27.3 C |175.4 W |
| 167903 |         python         |  27s   |   janel    | 0  | 1330MHz  | 32.7 C | 27.2 C |159.1 W |
| 167907 |         python         |  27s   |   janel    | 4  | 1330MHz  | 33.6 C | 27.3 C |175.8 W |
| 167903 |         python         |  28s   |   janel    | 0  | 1330MHz  | 32.7 C | 27.2 C |159.3 W |
| 167907 |         python         |  28s   |   janel    | 4  | 1330MHz  | 33.6 C | 27.3 C |176.0 W |
| 167903 |         python         |  30s   |   janel    | 0  | 1330MHz  | 32.7 C | 27.2 C |159.5 W |
| 167907 |         python         |  30s   |   janel    | 4  | 1330MHz  | 33.7 C | 27.4 C |176.2 W |
| 167903 |         python         |  30s   |   janel    | 0  | 1330MHz  | 32.9 C | 27.2 C |159.5 W |
| 167907 |         python         |  30s   |   janel    | 4  | 1330MHz  | 33.6 C | 27.4 C |175.6 W |
| 167903 |         python         |  31s   |   janel    | 0  | 1330MHz  | 32.9 C | 27.2 C |158.8 W |
| 167907 |         python         |  31s   |   janel    | 4  | 1330MHz  | 33.8 C | 27.4 C |175.8 W |
| 167903 |         python         |  33s   |   janel    | 0  | 1330MHz  | 32.9 C | 27.2 C |159.3 W |
| 167907 |         python         |  33s   |   janel    | 4  | 1330MHz  | 33.8 C | 27.4 C |175.8 W |
| 167903 |         python         |  34s   |   janel    | 0  | 1330MHz  | 32.9 C | 27.2 C |159.1 W |
| 167907 |         python         |  34s   |   janel    | 4  | 1330MHz  | 33.8 C | 27.4 C |175.6 W |
| 167903 |         python         |  35s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.2 C |160.2 W |
| 167907 |         python         |  35s   |   janel    | 4  | 1330MHz  | 33.8 C | 27.4 C |176.0 W |
| 167903 |         python         |  36s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.2 C |158.9 W |
| 167907 |         python         |  36s   |   janel    | 4  | 1330MHz  | 33.8 C | 27.4 C |176.0 W |
| 167903 |         python         |  38s   |   janel    | 0  | 1330MHz  | 32.9 C | 27.2 C |159.5 W |
| 167907 |         python         |  38s   |   janel    | 4  | 1330MHz  | 33.7 C | 27.4 C |175.8 W |
| 167903 |         python         |  38s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.2 C |160.1 W |
| 167907 |         python         |  38s   |   janel    | 4  | 1330MHz  | 34.0 C | 27.4 C |175.6 W |
| 167903 |         python         |  39s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.2 C |159.5 W |
| 167907 |         python         |  39s   |   janel    | 4  | 1330MHz  | 33.8 C | 27.4 C |175.8 W |
| 167903 |         python         |  41s   |   janel    | 0  | 1330MHz  | 33.1 C | 27.2 C |159.7 W |
| 167907 |         python         |  41s   |   janel    | 4  | 1330MHz  | 34.0 C | 27.4 C |176.4 W |
| 167903 |         python         |  42s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.3 C |159.3 W |
| 167907 |         python         |  42s   |   janel    | 4  | 1330MHz  | 34.1 C | 27.4 C |176.4 W |
| 167903 |         python         |  43s   |   janel    | 0  | 1330MHz  | 33.2 C | 27.3 C |159.5 W |
| 167907 |         python         |  43s   |   janel    | 4  | 1330MHz  | 34.0 C | 27.5 C |175.4 W |
| 167903 |         python         |  44s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.3 C |160.1 W |
| 167907 |         python         |  44s   |   janel    | 4  | 1330MHz  | 34.0 C | 27.5 C |176.4 W |
| 167903 |         python         |  46s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.3 C |159.3 W |
| 167907 |         python         |  45s   |   janel    | 4  | 1330MHz  | 34.1 C | 27.5 C |176.4 W |
| 167903 |         python         |  46s   |   janel    | 0  | 1330MHz  | 33.1 C | 27.3 C |160.1 W |
| 167907 |         python         |  46s   |   janel    | 4  | 1330MHz  | 34.1 C | 27.5 C |176.7 W |
| 167903 |         python         |  47s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.3 C |159.6 W |
| 167907 |         python         |  47s   |   janel    | 4  | 1330MHz  | 34.1 C | 27.5 C |176.2 W |
| 167903 |         python         |  49s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.3 C |159.4 W |
| 167907 |         python         |  49s   |   janel    | 4  | 1330MHz  | 34.2 C | 27.5 C |175.8 W |
| 167903 |         python         |  50s   |   janel    | 0  | 1330MHz  | 33.0 C | 27.3 C |159.1 W |
| 167907 |         python         |  50s   |   janel    | 4  | 1330MHz  | 34.2 C | 27.5 C |176.2 W |
| 167903 |         python         |  51s   |   janel    | 0  | 1330MHz  | 33.2 C | 27.3 C |159.2 W |
| 167907 |         python         |  51s   |   janel    | 4  | 1330MHz  | 34.1 C | 27.5 C |176.0 W |
| 167903 |         python         |  52s   |   janel    | 0  | 1330MHz  | 33.2 C | 27.3 C |160.1 W |
| 167907 |         python         |  52s   |   janel    | 4  | 1330MHz  | 34.2 C | 27.5 C |175.8 W |
| 167903 |         python         |  53s   |   janel    | 0  | 1330MHz  | 33.4 C | 27.3 C |159.7 W |
| 167907 |         python         |  53s   |   janel    | 4  | 1330MHz  | 34.2 C | 27.5 C |176.6 W |
| 167903 |         python         |  54s   |   janel    | 0  | 1330MHz  | 33.3 C | 27.3 C |160.0 W |
| 167907 |         python         |  54s   |   janel    | 4  | 1330MHz  | 34.1 C | 27.5 C |176.0 W |
| 167903 |         python         |  55s   |   janel    | 0  | 1330MHz  | 33.3 C | 27.3 C |159.8 W |
| 167907 |         python         |  55s   |   janel    | 4  | 1330MHz  | 34.2 C | 27.5 C |176.0 W |
| 167903 |         python         |  57s   |   janel    | 0  | 1330MHz  | 33.6 C | 27.3 C |160.1 W |
| 167907 |         python         |  57s   |   janel    | 4  | 1330MHz  | 34.4 C | 27.5 C |176.4 W |
| 167903 |         python         |  58s   |   janel    | 0  | 1330MHz  | 33.3 C | 27.4 C |159.1 W |
| 167907 |         python         |  58s   |   janel    | 4  | 1330MHz  | 34.2 C | 27.5 C |176.0 W |
| 167903 |         python         |  59s   |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |159.2 W |
| 167907 |         python         |  59s   |   janel    | 4  | 1330MHz  | 34.2 C | 27.6 C |176.4 W |
| 167903 |         python         |  1m0s  |   janel    | 0  | 1330MHz  | 33.3 C | 27.4 C |159.3 W |
| 167907 |         python         |  1m0s  |   janel    | 4  | 1330MHz  | 34.4 C | 27.6 C |176.4 W |
| 167903 |         python         |  1m1s  |   janel    | 0  | 1330MHz  | 33.4 C | 27.4 C |159.9 W |
| 167907 |         python         |  1m1s  |   janel    | 4  | 1330MHz  | 34.2 C | 27.6 C |176.4 W |
| 167903 |         python         |  1m2s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |159.8 W |
| 167907 |         python         |  1m2s  |   janel    | 4  | 1330MHz  | 34.2 C | 27.6 C |175.7 W |
| 167903 |         python         |  1m3s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |159.5 W |
| 167907 |         python         |  1m3s  |   janel    | 4  | 1330MHz  | 34.5 C | 27.6 C |176.6 W |
| 167903 |         python         |  1m5s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |159.6 W |
| 167907 |         python         |  1m5s  |   janel    | 4  | 1330MHz  | 34.5 C | 27.6 C |177.1 W |
| 167903 |         python         |  1m6s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |160.3 W |
| 167907 |         python         |  1m6s  |   janel    | 4  | 1330MHz  | 34.5 C | 27.6 C |176.8 W |
| 167903 |         python         |  1m7s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |159.9 W |
| 167907 |         python         |  1m7s  |   janel    | 4  | 1330MHz  | 34.4 C | 27.6 C |176.7 W |
| 167903 |         python         |  1m8s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |159.9 W |
| 167907 |         python         |  1m8s  |   janel    | 4  | 1330MHz  | 34.4 C | 27.6 C |176.2 W |
| 167903 |         python         |  1m9s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |159.5 W |
| 167907 |         python         |  1m9s  |   janel    | 4  | 1330MHz  | 34.5 C | 27.6 C |177.1 W |
| 167903 |         python         | 1m10s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.4 C |160.1 W |
| 167907 |         python         | 1m10s  |   janel    | 4  | 1330MHz  | 34.5 C | 27.6 C |176.8 W |
| 167903 |         python         | 1m11s  |   janel    | 0  | 1330MHz  | 33.7 C | 27.4 C |159.7 W |
| 167907 |         python         | 1m11s  |   janel    | 4  | 1330MHz  | 34.4 C | 27.6 C |176.4 W |
| 167903 |         python         | 1m13s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.5 C |159.8 W |
| 167907 |         python         | 1m13s  |   janel    | 4  | 1330MHz  | 34.5 C | 27.6 C |176.9 W |
| 167903 |         python         | 1m14s  |   janel    | 0  | 1330MHz  | 33.7 C | 27.4 C |159.9 W |
| 167907 |         python         | 1m14s  |   janel    | 4  | 1330MHz  | 34.5 C | 27.6 C |176.9 W |
| 167903 |         python         | 1m15s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.5 C |160.2 W |
| 167907 |         python         | 1m15s  |   janel    | 4  | 1330MHz  | 34.7 C | 27.6 C |176.6 W |
| 167903 |         python         | 1m17s  |   janel    | 0  | 1330MHz  | 33.8 C | 27.5 C |159.9 W |
| 167907 |         python         | 1m17s  |   janel    | 4  | 1330MHz  | 34.7 C | 27.7 C |176.2 W |
| 167903 |         python         | 1m17s  |   janel    | 0  | 1330MHz  | 33.7 C | 27.5 C |159.7 W |
| 167907 |         python         | 1m17s  |   janel    | 4  | 1330MHz  | 34.7 C | 27.7 C |177.0 W |
| 167903 |         python         | 1m18s  |   janel    | 0  | 1330MHz  | 33.7 C | 27.5 C |160.1 W |
| 167907 |         python         | 1m18s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |177.3 W |
| 167903 |         python         | 1m20s  |   janel    | 0  | 1330MHz  | 33.6 C | 27.5 C |160.4 W |
| 167907 |         python         | 1m20s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |176.8 W |
| 167903 |         python         | 1m21s  |   janel    | 0  | 1330MHz  | 33.8 C | 27.5 C |160.1 W |
| 167907 |         python         | 1m21s  |   janel    | 4  | 1330MHz  | 35.0 C | 27.7 C |178.0 W |
| 167903 |         python         | 1m22s  |   janel    | 0  | 1330MHz  | 33.8 C | 27.5 C |159.9 W |
| 167907 |         python         | 1m22s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |176.8 W |
| 167903 |         python         | 1m23s  |   janel    | 0  | 1330MHz  | 33.7 C | 27.5 C |160.1 W |
| 167907 |         python         | 1m23s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |177.3 W |
| 167903 |         python         | 1m25s  |   janel    | 0  | 1330MHz  | 34.0 C | 27.5 C |160.1 W |
| 167907 |         python         | 1m25s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |176.8 W |
| 167903 |         python         | 1m25s  |   janel    | 0  | 1330MHz  | 33.8 C | 27.5 C |160.7 W |
| 167907 |         python         | 1m25s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |176.6 W |
| 167903 |         python         | 1m26s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.5 C |160.3 W |
| 167907 |         python         | 1m26s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |176.2 W |
| 167903 |         python         | 1m27s  |   janel    | 0  | 1330MHz  | 34.0 C | 27.5 C |159.5 W |
| 167907 |         python         | 1m28s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.7 C |176.9 W |
| 167903 |         python         | 1m29s  |   janel    | 0  | 1330MHz  | 34.0 C | 27.5 C |159.9 W |
| 167907 |         python         | 1m29s  |   janel    | 4  | 1330MHz  | 35.0 C | 27.7 C |177.1 W |
| 167903 |         python         | 1m30s  |   janel    | 0  | 1330MHz  | 33.8 C | 27.5 C |159.7 W |
| 167907 |         python         | 1m30s  |   janel    | 4  | 1330MHz  | 34.9 C | 27.7 C |177.1 W |
| 167903 |         python         | 1m31s  |   janel    | 0  | 1330MHz  | 34.0 C | 27.5 C |160.4 W |
| 167907 |         python         | 1m31s  |   janel    | 4  | 1330MHz  | 34.9 C | 27.7 C |176.6 W |
| 167903 |         python         | 1m33s  |   janel    | 0  | 1330MHz  | 33.8 C | 27.5 C |160.1 W |
| 167907 |         python         | 1m33s  |   janel    | 4  | 1330MHz  | 34.8 C | 27.8 C |177.0 W |
| 167903 |         python         | 1m33s  |   janel    | 0  | 1330MHz  | 34.0 C | 27.5 C |160.2 W |
| 167907 |         python         | 1m33s  |   janel    | 4  | 1330MHz  | 35.0 C | 27.8 C |177.1 W |
| 167903 |         python         | 1m34s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.3 W |
| 167907 |         python         | 1m34s  |   janel    | 4  | 1330MHz  | 35.0 C | 27.8 C |176.8 W |
| 167903 |         python         | 1m36s  |   janel    | 0  | 1330MHz  | 34.0 C | 27.6 C |160.7 W |
| 167907 |         python         | 1m36s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |177.1 W |
| 167903 |         python         | 1m37s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |159.9 W |
| 167907 |         python         | 1m37s  |   janel    | 4  | 1330MHz  | 35.0 C | 27.8 C |176.9 W |
| 167903 |         python         | 1m38s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.5 C |160.3 W |
| 167907 |         python         | 1m38s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |177.5 W |
| 167903 |         python         | 1m39s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.7 W |
| 167907 |         python         | 1m39s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |177.3 W |
| 167903 |         python         | 1m41s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.4 W |
| 167907 |         python         | 1m41s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |176.9 W |
| 167903 |         python         | 1m41s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |159.9 W |
| 167907 |         python         | 1m41s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |176.9 W |
| 167903 |         python         | 1m42s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.2 W |
| 167907 |         python         | 1m42s  |   janel    | 4  | 1330MHz  | 35.0 C | 27.8 C |177.3 W |
| 167903 |         python         | 1m44s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.2 W |
| 167907 |         python         | 1m44s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |176.7 W |
| 167903 |         python         | 1m45s  |   janel    | 0  | 1330MHz  | 34.4 C | 27.6 C |159.9 W |
| 167907 |         python         | 1m45s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |177.3 W |
| 167903 |         python         | 1m46s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.5 W |
| 167907 |         python         | 1m46s  |   janel    | 4  | 1330MHz  | 35.2 C | 27.8 C |177.7 W |
| 167903 |         python         | 1m47s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.2 W |
| 167907 |         python         | 1m47s  |   janel    | 4  | 1330MHz  | 35.2 C | 27.8 C |177.3 W |
| 167903 |         python         | 1m49s  |   janel    | 0  | 1330MHz  | 34.2 C | 27.6 C |160.6 W |
| 167907 |         python         | 1m49s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.8 C |177.7 W |
| 167903 |         python         | 1m49s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.4 W |
| 167907 |         python         | 1m49s  |   janel    | 4  | 1330MHz  | 35.4 C | 27.8 C |177.1 W |
| 167903 |         python         | 1m50s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.6 C |160.2 W |
| 167907 |         python         | 1m50s  |   janel    | 4  | 1330MHz  | 35.5 C | 27.9 C |176.7 W |
| 167903 |         python         | 1m52s  |   janel    | 0  | 1330MHz  | 34.2 C | 27.6 C |160.5 W |
| 167907 |         python         | 1m52s  |   janel    | 4  | 1330MHz  | 35.1 C | 27.9 C |177.3 W |
| 167903 |         python         | 1m53s  |   janel    | 0  | 1330MHz  | 34.1 C | 27.7 C |159.7 W |
| 167907 |         python         | 1m53s  |   janel    | 4  | 1330MHz  | 35.2 C | 27.9 C |176.9 W |
| 167903 |         python         | 1m54s  |   janel    | 0  | 1330MHz  | 34.2 C | 27.7 C |160.4 W |
| 167907 |         python         | 1m54s  |   janel    | 4  | 1330MHz  | 35.4 C | 27.9 C |177.3 W |
| 167903 |         python         | 1m55s  |   janel    | 0  | 1330MHz  | 34.2 C | 27.7 C |160.0 W |
| 167907 |         python         | 1m55s  |   janel    | 4  | 1330MHz  | 35.2 C | 27.9 C |178.4 W |
| 167903 |         python         | 1m56s  |   janel    | 0  | 1330MHz  | 34.4 C | 27.7 C |160.5 W |
| 167907 |         python         | 1m56s  |   janel    | 4  | 1330MHz  | 35.2 C | 27.9 C |176.9 W |
| 167903 |         python         | 1m57s  |   janel    | 0  | 1330MHz  | 34.4 C | 27.7 C |160.6 W |
| 167907 |         python         | 1m57s  |   janel    | 4  | 1330MHz  | 35.5 C | 27.9 C |177.3 W |
| 167903 |         python         | 1m58s  |   janel    | 0  | 1330MHz  | 34.4 C | 27.7 C |160.4 W |
| 167907 |         python         | 1m58s  |   janel    | 4  | 1330MHz  | 35.4 C | 27.9 C |177.3 W |
| 167903 |         python         |  2m0s  |   janel    | 0  | 1330MHz  | 34.4 C | 27.7 C |160.9 W |
| 167907 |         python         |  2m0s  |   janel    | 4  | 1330MHz  | 35.4 C | 27.9 C |177.1 W |
| 167903 |         python         |  2m1s  |   janel    | 0  | 1330MHz  | 34.4 C | 27.7 C |160.4 W |
| 167907 |         python         |  2m1s  |   janel    | 4  | 1330MHz  | 35.4 C | 27.9 C |177.5 W |
| 167903 |         python         |  2m2s  |   janel    | 0  | 1330MHz  | 34.4 C | 27.7 C |159.9 W |
| 167907 |         python         |  2m2s  |   janel    | 4  | 1330MHz  | 35.2 C | 27.9 C |177.3 W |
