|A|B|C|D|E|F|G|H|I|
| 190528 |         poprun         |   8s   |   janel    | 36 | 1330MHz  | 35.5 C | 27.5 C |159.6 W |
| 190528 |         poprun         |   8s   |   janel    | 40 | 1330MHz  | 35.2 C | 26.8 C |148.7 W |
| 190528 |         poprun         |   8s   |   janel    | 44 | 1330MHz  | 36.6 C | 27.2 C |151.2 W |
| 190528 |         poprun         |   8s   |   janel    | 48 | 1330MHz  | 35.4 C | 27.2 C |154.9 W |
| 190528 |         poprun         |   8s   |   janel    | 52 | 1330MHz  | 36.2 C | 26.7 C |154.0 W |
| 190528 |         poprun         |   8s   |   janel    | 56 | 1330MHz  | 35.2 C | 26.8 C |144.6 W |
| 190528 |         poprun         |   8s   |   janel    | 60 | 1330MHz  | 36.8 C | 27.7 C |161.1 W |
| 190528 |         poprun         |  10s   |   janel    | 32 | 1330MHz  | 36.9 C | 27.6 C |154.1 W |
| 190528 |         poprun         |  10s   |   janel    | 36 | 1330MHz  | 35.5 C | 27.5 C |159.8 W |
| 190528 |         poprun         |  10s   |   janel    | 40 | 1330MHz  | 35.3 C | 26.8 C |148.2 W |
| 190528 |         poprun         |  10s   |   janel    | 44 | 1330MHz  | 36.8 C | 27.2 C |151.6 W |
| 190528 |         poprun         |  10s   |   janel    | 48 | 1330MHz  | 35.5 C | 27.2 C |154.7 W |
| 190528 |         poprun         |  10s   |   janel    | 52 | 1330MHz  | 36.2 C | 26.7 C |153.7 W |
| 190528 |         poprun         |  10s   |   janel    | 56 | 1330MHz  | 35.2 C | 26.8 C |144.0 W |
| 190528 |         poprun         |  10s   |   janel    | 60 | 1330MHz  | 36.8 C | 27.7 C |161.7 W |
| 190528 |         poprun         |  11s   |   janel    | 32 | 1330MHz  | 36.9 C | 27.6 C |153.3 W |
| 190528 |         poprun         |  11s   |   janel    | 36 | 1330MHz  | 35.3 C | 27.5 C |159.8 W |
| 190528 |         poprun         |  11s   |   janel    | 40 | 1330MHz  | 35.5 C | 26.8 C |147.7 W |
| 190528 |         poprun         |  11s   |   janel    | 44 | 1330MHz  | 36.6 C | 27.2 C |150.9 W |
| 190528 |         poprun         |  11s   |   janel    | 48 | 1330MHz  | 35.5 C | 27.2 C |154.9 W |
| 190528 |         poprun         |  12s   |   janel    | 52 | 1330MHz  | 36.2 C | 26.7 C |153.4 W |
| 190528 |         poprun         |  12s   |   janel    | 56 | 1330MHz  | 35.2 C | 26.8 C |143.7 W |
| 190528 |         poprun         |  12s   |   janel    | 60 | 1330MHz  | 36.8 C | 27.7 C |161.7 W |
| 190528 |         poprun         |  14s   |   janel    | 32 | 1330MHz  | 36.9 C | 27.6 C |153.2 W |
| 190528 |         poprun         |  14s   |   janel    | 36 | 1330MHz  | 35.6 C | 27.5 C |160.0 W |
| 190528 |         poprun         |  14s   |   janel    | 40 | 1330MHz  | 35.3 C | 26.8 C |148.2 W |
| 190528 |         poprun         |  14s   |   janel    | 44 | 1330MHz  | 36.6 C | 27.2 C |151.5 W |
| 190528 |         poprun         |  13s   |   janel    | 48 | 1330MHz  | 35.5 C | 27.2 C |154.9 W |
| 190528 |         poprun         |  13s   |   janel    | 52 | 1330MHz  | 36.3 C | 26.7 C |153.1 W |
| 190528 |         poprun         |  13s   |   janel    | 56 | 1330MHz  | 35.5 C | 26.8 C |144.2 W |
| 190528 |         poprun         |  13s   |   janel    | 60 | 1330MHz  | 36.6 C | 27.7 C |161.1 W |
| 190528 |         poprun         |  15s   |   janel    | 32 | 1330MHz  | 36.9 C | 27.6 C |135.8 W |
| 190528 |         poprun         |  15s   |   janel    | 36 | 1330MHz  | 35.3 C | 27.5 C |142.7 W |
| 190528 |         poprun         |  15s   |   janel    | 40 | 1330MHz  | 35.3 C | 26.8 C |131.0 W |
| 190528 |         poprun         |  15s   |   janel    | 44 | 1330MHz  | 36.5 C | 27.2 C |133.7 W |
| 190528 |         poprun         |  15s   |   janel    | 48 | 1330MHz  | 35.5 C | 27.2 C |137.6 W |
| 190528 |         poprun         |  15s   |   janel    | 52 | 1330MHz  | 36.0 C | 26.7 C |135.8 W |
| 190528 |         poprun         |  15s   |   janel    | 56 | 1330MHz  | 35.2 C | 26.8 C |126.6 W |
| 190528 |         poprun         |  15s   |   janel    | 60 | 1330MHz  | 36.6 C | 27.7 C |143.3 W |
| 190528 |         poprun         |  16s   |   janel    | 32 | 1330MHz  | 36.7 C | 27.6 C |136.2 W |
| 190528 |         poprun         |  16s   |   janel    | 36 | 1330MHz  | 35.3 C | 27.5 C |142.5 W |
| 190528 |         poprun         |  16s   |   janel    | 40 | 1330MHz  | 35.3 C | 26.8 C |130.8 W |
| 190528 |         poprun         |  16s   |   janel    | 44 | 1330MHz  | 36.3 C | 27.1 C |134.3 W |
| 190528 |         poprun         |  16s   |   janel    | 48 | 1330MHz  | 35.5 C | 27.2 C |137.9 W |
| 190528 |         poprun         |  16s   |   janel    | 52 | 1330MHz  | 36.0 C | 26.7 C |135.4 W |
| 190528 |         poprun         |  16s   |   janel    | 56 | 1330MHz  | 35.2 C | 26.8 C |127.6 W |
| 190528 |         poprun         |  16s   |   janel    | 60 | 1330MHz  | 36.6 C | 27.7 C |144.4 W |
| 191566 |         python         | 2m19s  |   janel    | 47 | 1330MHz  | 36.6 C | 27.1 C |134.9 W |
| 191566 |         python         | 2m21s  |   janel    | 47 | 1330MHz  | 36.6 C | 27.1 C |135.2 W |
| 191556 |         python         | 2m24s  |   janel    | 37 | 1330MHz  | 35.1 C | 27.3 C |143.1 W |
| 191566 |         python         | 2m23s  |   janel    | 47 | 1330MHz  | 36.6 C | 27.1 C |139.0 W |
| 191551 |         python         | 2m25s  |   janel    | 32 | 1330MHz  | 36.2 C | 27.4 C |136.6 W |
| 191555 |         python         | 2m25s  |   janel    | 36 | 1330MHz  | 35.0 C | 27.3 C |143.1 W |
| 191559 |         python         | 2m25s  |   janel    | 40 | 1330MHz  | 35.7 C | 27.0 C |132.0 W |
| 191563 |         python         | 2m25s  |   janel    | 44 | 1330MHz  | 36.3 C | 27.1 C |143.6 W |
| 191551 |         python         | 2m26s  |   janel    | 32 | 1330MHz  | 36.2 C | 27.4 C |136.8 W |
| 191555 |         python         | 2m26s  |   janel    | 36 | 1330MHz  | 34.8 C | 27.3 C |143.1 W |
| 191559 |         python         | 2m26s  |   janel    | 40 | 1330MHz  | 35.5 C | 26.9 C |132.4 W |
| 191563 |         python         | 2m26s  |   janel    | 44 | 1330MHz  | 36.2 C | 27.1 C |143.7 W |
| 191551 |         python         | 2m29s  |   janel    | 32 | 1330MHz  | 36.0 C | 27.4 C |137.4 W |
| 191555 |         python         | 2m29s  |   janel    | 36 | 1330MHz  | 34.8 C | 27.3 C |146.9 W |
| 191559 |         python         | 2m29s  |   janel    | 40 | 1330MHz  | 35.7 C | 26.9 C |133.4 W |
| 191563 |         python         | 2m29s  |   janel    | 44 | 1330MHz  | 36.2 C | 27.1 C |143.3 W |
| 191551 |         python         | 2m29s  |   janel    | 32 | 1330MHz  | 36.2 C | 27.4 C |153.6 W |
| 191555 |         python         | 2m29s  |   janel    | 36 | 1330MHz  | 34.8 C | 27.3 C |151.2 W |
| 191559 |         python         | 2m30s  |   janel    | 40 | 1330MHz  | 35.8 C | 27.0 C |136.1 W |
| 191563 |         python         | 2m30s  |   janel    | 44 | 1330MHz  | 36.2 C | 27.1 C |143.6 W |
| 191551 |         python         | 2m31s  |   janel    | 32 | 1330MHz  | 36.2 C | 27.4 C |157.0 W |
| 191555 |         python         | 2m31s  |   janel    | 36 | 1330MHz  | 35.0 C | 27.3 C |151.1 W |
| 191559 |         python         | 2m31s  |   janel    | 40 | 1330MHz  | 35.7 C | 27.0 C |140.7 W |
| 191563 |         python         | 2m31s  |   janel    | 44 | 1330MHz  | 36.3 C | 27.1 C |143.1 W |
| 191551 |         python         | 2m33s  |   janel    | 32 | 1330MHz  | 36.3 C | 27.4 C |169.8 W |
| 191555 |         python         | 2m33s  |   janel    | 36 | 1330MHz  | 35.0 C | 27.3 C |151.2 W |
| 191559 |         python         | 2m33s  |   janel    | 40 | 1330MHz  | 35.7 C | 26.9 C |140.7 W |
| 191563 |         python         | 2m33s  |   janel    | 44 | 1330MHz  | 36.2 C | 27.1 C |143.1 W |
| 191551 |         python         | 2m34s  |   janel    | 32 | 1330MHz  | 36.3 C | 27.4 C |170.1 W |
| 191555 |         python         | 2m34s  |   janel    | 36 | 1330MHz  | 34.8 C | 27.3 C |176.1 W |
| 191559 |         python         | 2m34s  |   janel    | 40 | 1330MHz  | 35.7 C | 26.9 C |166.1 W |
| 191563 |         python         | 2m34s  |   janel    | 44 | 1330MHz  | 36.3 C | 27.1 C |167.3 W |
| 191551 |         python         | 2m37s  |   janel    | 32 | 1330MHz  | 36.5 C | 27.4 C |169.7 W |
| 191555 |         python         | 2m37s  |   janel    | 36 | 1330MHz  | 35.0 C | 27.3 C |175.7 W |
| 191559 |         python         | 2m37s  |   janel    | 40 | 1330MHz  | 35.7 C | 26.9 C |165.4 W |
| 191563 |         python         | 2m37s  |   janel    | 44 | 1330MHz  | 36.5 C | 27.1 C |168.2 W |
| 191551 |         python         | 2m37s  |   janel    | 32 | 1330MHz  | 36.5 C | 27.4 C |241.9 W |
| 191555 |         python         | 2m37s  |   janel    | 36 | 1330MHz  | 35.0 C | 27.3 C |229.3 W |
| 191559 |         python         | 2m37s  |   janel    | 40 | 1330MHz  | 35.7 C | 26.9 C |165.6 W |
| 191563 |         python         | 2m37s  |   janel    | 44 | 1330MHz  | 36.6 C | 27.1 C |216.1 W |
| 191551 |         python         | 2m40s  |   janel    | 32 | 1330MHz  | 36.5 C | 27.5 C |253.9 W |
| 191555 |         python         | 2m40s  |   janel    | 36 | 1330MHz  | 35.2 C | 27.3 C |241.0 W |
| 191559 |         python         | 2m39s  |   janel    | 40 | 1330MHz  | 36.0 C | 27.0 C |307.8 W |
| 191563 |         python         | 2m39s  |   janel    | 44 | 1330MHz  | 36.8 C | 27.1 C |229.4 W |
| 191551 |         python         | 2m41s  |   janel    | 32 | 1330MHz  | 36.6 C | 27.5 C |228.2 W |
| 191555 |         python         | 2m41s  |   janel    | 36 | 1330MHz  | 35.3 C | 27.3 C |242.8 W |
| 191559 |         python         | 2m41s  |   janel    | 40 | 1330MHz  | 35.9 C | 27.0 C |167.6 W |
| 191563 |         python         | 2m41s  |   janel    | 44 | 1330MHz  | 36.9 C | 27.2 C |238.3 W |
| 191551 |         python         | 2m42s  |   janel    | 32 | 1330MHz  | 36.7 C | 27.5 C |170.0 W |
| 191555 |         python         | 2m42s  |   janel    | 36 | 1330MHz  | 35.3 C | 27.4 C |226.2 W |
| 191559 |         python         | 2m42s  |   janel    | 40 | 1330MHz  | 35.9 C | 27.0 C |166.0 W |
| 191563 |         python         | 2m42s  |   janel    | 44 | 1330MHz  | 37.2 C | 27.2 C |241.6 W |
| 191551 |         python         | 2m44s  |   janel    | 32 | 1330MHz  | 36.9 C | 27.5 C |170.9 W |
| 191555 |         python         | 2m44s  |   janel    | 36 | 1330MHz  | 35.2 C | 27.4 C |322.1 W |
| 191559 |         python         | 2m44s  |   janel    | 40 | 1330MHz  | 36.1 C | 27.0 C |254.9 W |
| 191563 |         python         | 2m44s  |   janel    | 44 | 1330MHz  | 37.0 C | 27.2 C |235.2 W |
| 191551 |         python         | 2m45s  |   janel    | 32 | 1330MHz  | 37.2 C | 27.5 C |231.0 W |
| 191555 |         python         | 2m45s  |   janel    | 36 | 1330MHz  | 35.6 C | 27.4 C |234.8 W |
| 191559 |         python         | 2m45s  |   janel    | 40 | 1330MHz  | 36.2 C | 27.0 C |224.6 W |
| 191563 |         python         | 2m45s  |   janel    | 44 | 1330MHz  | 37.3 C | 27.2 C |185.8 W |
| 191551 |         python         | 2m48s  |   janel    | 32 | 1330MHz  | 37.2 C | 27.5 C |231.0 W |
| 191555 |         python         | 2m48s  |   janel    | 36 | 1330MHz  | 35.6 C | 27.4 C |247.6 W |
| 191559 |         python         | 2m48s  |   janel    | 40 | 1330MHz  | 36.3 C | 27.0 C |209.6 W |
| 191563 |         python         | 2m48s  |   janel    | 44 | 1330MHz  | 37.2 C | 27.2 C |169.5 W |
| 191551 |         python         | 2m49s  |   janel    | 32 | 1330MHz  | 37.2 C | 27.5 C |215.5 W |
| 191555 |         python         | 2m49s  |   janel    | 36 | 1330MHz  | 35.8 C | 27.4 C |301.5 W |
| 191559 |         python         | 2m49s  |   janel    | 40 | 1330MHz  | 36.2 C | 27.0 C |233.9 W |
| 191563 |         python         | 2m49s  |   janel    | 44 | 1330MHz  | 37.3 C | 27.2 C |311.3 W |
| 191551 |         python         | 2m50s  |   janel    | 32 | 1330MHz  | 37.3 C | 27.5 C |304.7 W |
| 191555 |         python         | 2m50s  |   janel    | 36 | 1330MHz  | 35.6 C | 27.4 C |255.7 W |
| 191559 |         python         | 2m50s  |   janel    | 40 | 1330MHz  | 36.3 C | 27.0 C |255.7 W |
| 191563 |         python         | 2m50s  |   janel    | 44 | 1330MHz  | 37.4 C | 27.2 C |249.4 W |
| 191551 |         python         | 2m52s  |   janel    | 32 | 1330MHz  | 37.0 C | 27.6 C |174.2 W |
| 191555 |         python         | 2m52s  |   janel    | 36 | 1330MHz  | 35.8 C | 27.4 C |177.5 W |
| 191559 |         python         | 2m52s  |   janel    | 40 | 1330MHz  | 36.3 C | 27.0 C |224.6 W |
| 191563 |         python         | 2m52s  |   janel    | 44 | 1330MHz  | 37.3 C | 27.3 C |237.0 W |
| 191551 |         python         | 2m55s  |   janel    | 32 | 1330MHz  | 37.3 C | 27.6 C |238.2 W |
| 191555 |         python         | 2m55s  |   janel    | 36 | 1330MHz  | 35.8 C | 27.5 C |295.3 W |
| 191559 |         python         | 2m55s  |   janel    | 40 | 1330MHz  | 36.2 C | 27.0 C |231.7 W |
| 191563 |         python         | 2m55s  |   janel    | 44 | 1330MHz  | 37.3 C | 27.2 C |224.3 W |
| 191551 |         python         | 2m55s  |   janel    | 32 | 1330MHz  | 37.4 C | 27.6 C |235.8 W |
| 191555 |         python         | 2m55s  |   janel    | 36 | 1330MHz  | 35.9 C | 27.5 C |227.2 W |
| 191559 |         python         | 2m56s  |   janel    | 40 | 1330MHz  | 36.3 C | 27.0 C |217.7 W |
| 191563 |         python         | 2m56s  |   janel    | 44 | 1330MHz  | 37.3 C | 27.3 C |239.0 W |
| 191551 |         python         | 2m57s  |   janel    | 32 | 1330MHz  | 37.3 C | 27.6 C |227.5 W |
| 191555 |         python         | 2m57s  |   janel    | 36 | 1330MHz  | 36.0 C | 27.5 C |303.6 W |
| 191559 |         python         | 2m57s  |   janel    | 40 | 1330MHz  | 36.3 C | 27.1 C |225.6 W |
| 191563 |         python         | 2m57s  |   janel    | 44 | 1330MHz  | 37.4 C | 27.3 C |265.8 W |
| 191551 |         python         |  3m0s  |   janel    | 32 | 1330MHz  | 37.6 C | 27.6 C |233.7 W |
| 191555 |         python         |  3m0s  |   janel    | 36 | 1330MHz  | 36.0 C | 27.5 C |249.1 W |
| 191559 |         python         |  3m0s  |   janel    | 40 | 1330MHz  | 36.6 C | 27.1 C |235.3 W |
| 191563 |         python         |  3m0s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.3 C |297.8 W |
| 191551 |         python         |  3m1s  |   janel    | 32 | 1330MHz  | 37.4 C | 27.6 C |207.6 W |
| 191555 |         python         |  3m1s  |   janel    | 36 | 1330MHz  | 36.2 C | 27.5 C |175.3 W |
| 191559 |         python         |  3m1s  |   janel    | 40 | 1330MHz  | 36.6 C | 27.1 C |167.9 W |
| 191563 |         python         |  3m1s  |   janel    | 44 | 1330MHz  | 37.4 C | 27.3 C |232.4 W |
| 191551 |         python         |  3m2s  |   janel    | 32 | 1330MHz  | 37.6 C | 27.6 C |228.5 W |
| 191555 |         python         |  3m2s  |   janel    | 36 | 1330MHz  | 36.2 C | 27.5 C |178.7 W |
| 191559 |         python         |  3m2s  |   janel    | 40 | 1330MHz  | 36.5 C | 27.1 C |171.6 W |
| 191563 |         python         |  3m2s  |   janel    | 44 | 1330MHz  | 37.4 C | 27.3 C |298.7 W |
| 191551 |         python         |  3m4s  |   janel    | 32 | 1330MHz  | 37.7 C | 27.7 C |238.7 W |
| 191555 |         python         |  3m4s  |   janel    | 36 | 1330MHz  | 36.3 C | 27.6 C |315.1 W |
| 191559 |         python         |  3m4s  |   janel    | 40 | 1330MHz  | 36.6 C | 27.1 C |272.4 W |
| 191563 |         python         |  3m4s  |   janel    | 44 | 1330MHz  | 37.4 C | 27.3 C |239.8 W |
| 191551 |         python         |  3m6s  |   janel    | 32 | 1330MHz  | 37.6 C | 27.7 C |245.5 W |
| 191555 |         python         |  3m6s  |   janel    | 36 | 1330MHz  | 36.3 C | 27.6 C |237.5 W |
| 191559 |         python         |  3m6s  |   janel    | 40 | 1330MHz  | 36.7 C | 27.1 C |168.0 W |
| 191563 |         python         |  3m6s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.3 C |283.8 W |
| 191551 |         python         |  3m7s  |   janel    | 32 | 1330MHz  | 37.6 C | 27.7 C |239.6 W |
| 191555 |         python         |  3m7s  |   janel    | 36 | 1330MHz  | 36.3 C | 27.6 C |322.5 W |
| 191559 |         python         |  3m7s  |   janel    | 40 | 1330MHz  | 36.6 C | 27.1 C |214.3 W |
| 191563 |         python         |  3m7s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.3 C |235.4 W |
| 191551 |         python         | 3m10s  |   janel    | 32 | 1330MHz  | 37.7 C | 27.7 C |212.8 W |
| 191555 |         python         | 3m10s  |   janel    | 36 | 1330MHz  | 36.5 C | 27.6 C |199.2 W |
| 191559 |         python         | 3m10s  |   janel    | 40 | 1330MHz  | 36.5 C | 27.1 C |263.9 W |
| 191563 |         python         | 3m10s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.3 C |232.8 W |
| 191551 |         python         | 3m11s  |   janel    | 32 | 1330MHz  | 37.7 C | 27.7 C |237.4 W |
| 191555 |         python         | 3m11s  |   janel    | 36 | 1330MHz  | 36.5 C | 27.6 C |235.1 W |
| 191559 |         python         | 3m11s  |   janel    | 40 | 1330MHz  | 36.7 C | 27.1 C |164.7 W |
| 191563 |         python         | 3m11s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.3 C |300.7 W |
| 191551 |         python         | 3m12s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |241.9 W |
| 191555 |         python         | 3m12s  |   janel    | 36 | 1330MHz  | 36.6 C | 27.6 C |251.2 W |
| 191559 |         python         | 3m12s  |   janel    | 40 | 1330MHz  | 36.7 C | 27.1 C |288.9 W |
| 191563 |         python         | 3m12s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.3 C |202.0 W |
| 191551 |         python         | 3m14s  |   janel    | 32 | 1330MHz  | 37.7 C | 27.7 C |178.5 W |
| 191555 |         python         | 3m14s  |   janel    | 36 | 1330MHz  | 36.5 C | 27.6 C |184.8 W |
| 191559 |         python         | 3m14s  |   janel    | 40 | 1330MHz  | 36.9 C | 27.1 C |222.7 W |
| 191563 |         python         | 3m14s  |   janel    | 44 | 1330MHz  | 37.7 C | 27.4 C |169.2 W |
| 191551 |         python         | 3m16s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |236.8 W |
| 191555 |         python         | 3m16s  |   janel    | 36 | 1330MHz  | 36.8 C | 27.7 C |291.7 W |
| 191559 |         python         | 3m16s  |   janel    | 40 | 1330MHz  | 36.9 C | 27.1 C |169.0 W |
| 191563 |         python         | 3m16s  |   janel    | 44 | 1330MHz  | 37.7 C | 27.4 C |252.7 W |
| 191551 |         python         | 3m17s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |203.7 W |
| 191555 |         python         | 3m17s  |   janel    | 36 | 1330MHz  | 36.8 C | 27.7 C |283.4 W |
| 191559 |         python         | 3m17s  |   janel    | 40 | 1330MHz  | 36.9 C | 27.2 C |235.3 W |
| 191563 |         python         | 3m18s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.4 C |297.8 W |
| 191551 |         python         | 3m19s  |   janel    | 32 | 1330MHz  | 37.6 C | 27.7 C |251.8 W |
| 191555 |         python         | 3m19s  |   janel    | 36 | 1330MHz  | 36.9 C | 27.7 C |242.5 W |
| 191559 |         python         | 3m19s  |   janel    | 40 | 1330MHz  | 36.9 C | 27.2 C |224.5 W |
| 191563 |         python         | 3m19s  |   janel    | 44 | 1330MHz  | 37.6 C | 27.4 C |231.6 W |
| 191551 |         python         | 3m22s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |276.1 W |
| 191555 |         python         | 3m22s  |   janel    | 36 | 1330MHz  | 36.8 C | 27.7 C |227.8 W |
| 191559 |         python         | 3m22s  |   janel    | 40 | 1330MHz  | 36.7 C | 27.2 C |291.5 W |
| 191563 |         python         | 3m22s  |   janel    | 44 | 1330MHz  | 37.7 C | 27.4 C |223.7 W |
| 191551 |         python         | 3m22s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |234.6 W |
| 191555 |         python         | 3m23s  |   janel    | 36 | 1330MHz  | 37.0 C | 27.7 C |285.2 W |
| 191559 |         python         | 3m23s  |   janel    | 40 | 1330MHz  | 37.0 C | 27.2 C |232.8 W |
| 191563 |         python         | 3m23s  |   janel    | 44 | 1330MHz  | 37.8 C | 27.4 C |212.3 W |
| 191551 |         python         | 3m24s  |   janel    | 32 | 1330MHz  | 37.7 C | 27.7 C |171.0 W |
| 191555 |         python         | 3m24s  |   janel    | 36 | 1330MHz  | 36.8 C | 27.7 C |250.6 W |
| 191559 |         python         | 3m24s  |   janel    | 40 | 1330MHz  | 36.7 C | 27.2 C |221.5 W |
| 191563 |         python         | 3m24s  |   janel    | 44 | 1330MHz  | 37.7 C | 27.4 C |168.6 W |
| 191551 |         python         | 3m27s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |254.2 W |
| 191555 |         python         | 3m27s  |   janel    | 36 | 1330MHz  | 37.0 C | 27.7 C |300.8 W |
| 191559 |         python         | 3m27s  |   janel    | 40 | 1330MHz  | 37.0 C | 27.2 C |247.8 W |
| 191563 |         python         | 3m27s  |   janel    | 44 | 1330MHz  | 37.7 C | 27.4 C |240.3 W |
| 191551 |         python         | 3m28s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |171.0 W |
| 191555 |         python         | 3m28s  |   janel    | 36 | 1330MHz  | 37.0 C | 27.7 C |257.6 W |
| 191559 |         python         | 3m28s  |   janel    | 40 | 1330MHz  | 37.0 C | 27.2 C |234.2 W |
| 191563 |         python         | 3m28s  |   janel    | 44 | 1330MHz  | 37.8 C | 27.4 C |223.5 W |
| 191551 |         python         | 3m29s  |   janel    | 32 | 1330MHz  | 37.6 C | 27.7 C |170.5 W |
| 191555 |         python         | 3m29s  |   janel    | 36 | 1330MHz  | 37.2 C | 27.8 C |240.8 W |
| 191559 |         python         | 3m29s  |   janel    | 40 | 1330MHz  | 36.9 C | 27.2 C |211.6 W |
| 191563 |         python         | 3m29s  |   janel    | 44 | 1330MHz  | 37.7 C | 27.4 C |301.4 W |
| 191551 |         python         | 3m32s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.7 C |298.7 W |
| 191555 |         python         | 3m32s  |   janel    | 36 | 1330MHz  | 37.0 C | 27.8 C |233.7 W |
| 191559 |         python         | 3m32s  |   janel    | 40 | 1330MHz  | 37.0 C | 27.2 C |293.5 W |
| 191563 |         python         | 3m32s  |   janel    | 44 | 1330MHz  | 37.8 C | 27.4 C |231.2 W |
| 191551 |         python         | 3m32s  |   janel    | 32 | 1330MHz  | 38.0 C | 27.7 C |304.9 W |
| 191555 |         python         | 3m32s  |   janel    | 36 | 1330MHz  | 37.3 C | 27.8 C |178.7 W |
| 191559 |         python         | 3m33s  |   janel    | 40 | 1330MHz  | 37.0 C | 27.2 C |296.8 W |
| 191563 |         python         | 3m33s  |   janel    | 44 | 1330MHz  | 37.7 C | 27.4 C |220.1 W |
| 191551 |         python         | 3m34s  |   janel    | 32 | 1330MHz  | 37.7 C | 27.8 C |247.5 W |
| 191555 |         python         | 3m34s  |   janel    | 36 | 1330MHz  | 37.3 C | 27.8 C |177.3 W |
| 191559 |         python         | 3m34s  |   janel    | 40 | 1330MHz  | 37.2 C | 27.2 C |226.0 W |
| 191563 |         python         | 3m34s  |   janel    | 44 | 1330MHz  | 37.8 C | 27.4 C |288.7 W |
| 191551 |         python         | 3m37s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.8 C |232.7 W |
| 191555 |         python         | 3m37s  |   janel    | 36 | 1330MHz  | 37.3 C | 27.8 C |241.6 W |
| 191559 |         python         | 3m37s  |   janel    | 40 | 1330MHz  | 37.2 C | 27.2 C |233.4 W |
| 191563 |         python         | 3m37s  |   janel    | 44 | 1330MHz  | 37.8 C | 27.4 C |233.5 W |
| 191551 |         python         | 3m38s  |   janel    | 32 | 1330MHz  | 37.8 C | 27.8 C |240.6 W |
| 191555 |         python         | 3m38s  |   janel    | 36 | 1330MHz  | 37.3 C | 27.9 C |177.6 W |
| 191559 |         python         | 3m38s  |   janel    | 40 | 1330MHz  | 37.3 C | 27.2 C |287.2 W |
| 191563 |         python         | 3m38s  |   janel    | 44 | 1330MHz  | 37.8 C | 27.5 C |212.4 W |
| 191551 |         python         | 3m39s  |   janel    | 32 | 1330MHz  | 38.0 C | 27.8 C |229.9 W |
| 191555 |         python         | 3m39s  |   janel    | 36 | 1330MHz  | 37.3 C | 27.8 C |196.3 W |
| 191559 |         python         | 3m39s  |   janel    | 40 | 1330MHz  | 37.0 C | 27.2 C |292.1 W |
