|A|B|C|D|E|F|G|H|I|
| 145965 |         python         | 1m54s  |   janel    | 0  | 1330MHz  | 34.8 C | 27.0 C |239.2 W |
| 145971 |         python         | 1m54s  |   janel    | 4  | 1330MHz  | 37.6 C | 27.0 C |222.7 W |
| 145975 |         python         | 1m54s  |   janel    | 8  | 1330MHz  | 34.5 C | 27.0 C |192.3 W |
| 145982 |         python         | 1m54s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.1 C |227.5 W |
| 145965 |         python         | 1m57s  |   janel    | 0  | 1330MHz  | 34.8 C | 27.0 C |218.2 W |
| 145971 |         python         | 1m57s  |   janel    | 4  | 1330MHz  | 37.7 C | 27.0 C |190.2 W |
| 145975 |         python         | 1m56s  |   janel    | 8  | 1330MHz  | 34.5 C | 27.1 C |215.5 W |
| 145982 |         python         | 1m56s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.1 C |300.6 W |
| 145965 |         python         | 1m59s  |   janel    | 0  | 1330MHz  | 34.7 C | 27.0 C |202.6 W |
| 145971 |         python         | 1m59s  |   janel    | 4  | 1330MHz  | 37.8 C | 27.0 C |231.3 W |
| 145975 |         python         | 1m59s  |   janel    | 8  | 1330MHz  | 34.7 C | 27.1 C |231.4 W |
| 145982 |         python         | 1m59s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.1 C |302.8 W |
| 145965 |         python         | 1m59s  |   janel    | 0  | 1330MHz  | 34.9 C | 27.0 C |232.9 W |
| 145971 |         python         | 1m59s  |   janel    | 4  | 1330MHz  | 37.7 C | 27.0 C |218.3 W |
| 145975 |         python         | 1m59s  |   janel    | 8  | 1330MHz  | 34.7 C | 27.1 C |242.4 W |
| 145982 |         python         | 1m59s  |   janel    | 12 | 1330MHz  | 35.8 C | 27.1 C |176.4 W |
| 145965 |         python         |  2m1s  |   janel    | 0  | 1330MHz  | 34.9 C | 27.0 C |212.2 W |
| 145971 |         python         |  2m1s  |   janel    | 4  | 1330MHz  | 37.7 C | 27.0 C |224.5 W |
| 145975 |         python         |  2m1s  |   janel    | 8  | 1330MHz  | 34.9 C | 27.1 C |172.4 W |
| 145982 |         python         |  2m1s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.1 C |243.5 W |
| 145965 |         python         |  2m4s  |   janel    | 0  | 1330MHz  | 34.9 C | 27.0 C |189.4 W |
| 145971 |         python         |  2m4s  |   janel    | 4  | 1330MHz  | 37.8 C | 27.0 C |235.9 W |
| 145975 |         python         |  2m4s  |   janel    | 8  | 1330MHz  | 34.8 C | 27.1 C |231.8 W |
| 145982 |         python         |  2m4s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.1 C |229.3 W |
| 145965 |         python         |  2m4s  |   janel    | 0  | 1330MHz  | 35.1 C | 27.1 C |211.5 W |
| 145971 |         python         |  2m4s  |   janel    | 4  | 1330MHz  | 37.7 C | 27.0 C |278.2 W |
| 145975 |         python         |  2m5s  |   janel    | 8  | 1330MHz  | 34.8 C | 27.2 C |237.9 W |
| 145982 |         python         |  2m5s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.2 C |225.9 W |
| 145965 |         python         |  2m6s  |   janel    | 0  | 1330MHz  | 35.2 C | 27.1 C |227.8 W |
| 145971 |         python         |  2m6s  |   janel    | 4  | 1330MHz  | 37.7 C | 27.1 C |163.9 W |
| 145975 |         python         |  2m6s  |   janel    | 8  | 1330MHz  | 34.9 C | 27.2 C |170.4 W |
| 145982 |         python         |  2m6s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.2 C |172.8 W |
| 145965 |         python         |  2m9s  |   janel    | 0  | 1330MHz  | 35.2 C | 27.1 C |218.1 W |
| 145971 |         python         |  2m9s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.0 C |265.2 W |
| 145975 |         python         |  2m9s  |   janel    | 8  | 1330MHz  | 34.9 C | 27.2 C |223.5 W |
| 145982 |         python         |  2m9s  |   janel    | 12 | 1330MHz  | 36.1 C | 27.2 C |196.2 W |
| 145965 |         python         | 2m11s  |   janel    | 0  | 1330MHz  | 35.2 C | 27.1 C |283.0 W |
| 145971 |         python         | 2m11s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.0 C |226.8 W |
| 145975 |         python         | 2m11s  |   janel    | 8  | 1330MHz  | 35.1 C | 27.2 C |298.3 W |
| 145982 |         python         | 2m11s  |   janel    | 12 | 1330MHz  | 36.0 C | 27.2 C |252.9 W |
| 145965 |         python         | 2m11s  |   janel    | 0  | 1330MHz  | 35.4 C | 27.1 C |189.9 W |
| 145971 |         python         | 2m11s  |   janel    | 4  | 1330MHz  | 37.7 C | 27.0 C |225.6 W |
| 145975 |         python         | 2m11s  |   janel    | 8  | 1330MHz  | 35.1 C | 27.2 C |233.1 W |
| 145982 |         python         | 2m11s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.2 C |190.8 W |
| 145965 |         python         | 2m14s  |   janel    | 0  | 1330MHz  | 35.4 C | 27.1 C |276.7 W |
| 145971 |         python         | 2m14s  |   janel    | 4  | 1330MHz  | 37.8 C | 27.0 C |303.5 W |
| 145975 |         python         | 2m14s  |   janel    | 8  | 1330MHz  | 35.2 C | 27.2 C |295.9 W |
| 145982 |         python         | 2m14s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |229.9 W |
| 145965 |         python         | 2m14s  |   janel    | 0  | 1330MHz  | 35.2 C | 27.1 C |274.3 W |
| 145971 |         python         | 2m14s  |   janel    | 4  | 1330MHz  | 37.8 C | 27.0 C |165.4 W |
| 145975 |         python         | 2m14s  |   janel    | 8  | 1330MHz  | 35.1 C | 27.2 C |262.3 W |
| 145982 |         python         | 2m15s  |   janel    | 12 | 1330MHz  | 36.0 C | 27.2 C |296.0 W |
| 145965 |         python         | 2m16s  |   janel    | 0  | 1330MHz  | 35.5 C | 27.2 C |221.6 W |
| 145971 |         python         | 2m16s  |   janel    | 4  | 1330MHz  | 37.8 C | 27.1 C |228.8 W |
| 145975 |         python         | 2m16s  |   janel    | 8  | 1330MHz  | 35.2 C | 27.2 C |250.3 W |
| 145982 |         python         | 2m16s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |229.5 W |
| 145965 |         python         | 2m19s  |   janel    | 0  | 1330MHz  | 35.6 C | 27.2 C |274.6 W |
| 145971 |         python         | 2m19s  |   janel    | 4  | 1330MHz  | 37.8 C | 27.1 C |165.0 W |
| 145975 |         python         | 2m19s  |   janel    | 8  | 1330MHz  | 35.2 C | 27.2 C |238.2 W |
| 145982 |         python         | 2m19s  |   janel    | 12 | 1330MHz  | 36.0 C | 27.2 C |234.5 W |
| 145965 |         python         | 2m20s  |   janel    | 0  | 1330MHz  | 35.6 C | 27.2 C |282.8 W |
| 145971 |         python         | 2m20s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |244.8 W |
| 145975 |         python         | 2m20s  |   janel    | 8  | 1330MHz  | 35.3 C | 27.2 C |226.3 W |
| 145982 |         python         | 2m20s  |   janel    | 12 | 1330MHz  | 35.9 C | 27.2 C |194.4 W |
| 145965 |         python         | 2m21s  |   janel    | 0  | 1330MHz  | 35.5 C | 27.2 C |173.2 W |
| 145971 |         python         | 2m21s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |271.0 W |
| 145975 |         python         | 2m21s  |   janel    | 8  | 1330MHz  | 35.5 C | 27.3 C |297.0 W |
| 145982 |         python         | 2m21s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |310.8 W |
| 145965 |         python         | 2m24s  |   janel    | 0  | 1330MHz  | 35.8 C | 27.2 C |247.3 W |
| 145971 |         python         | 2m24s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |227.7 W |
| 145975 |         python         | 2m24s  |   janel    | 8  | 1330MHz  | 35.3 C | 27.3 C |172.2 W |
| 145982 |         python         | 2m24s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |306.3 W |
| 145965 |         python         | 2m26s  |   janel    | 0  | 1330MHz  | 35.8 C | 27.2 C |294.3 W |
| 145971 |         python         | 2m26s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |177.1 W |
| 145975 |         python         | 2m26s  |   janel    | 8  | 1330MHz  | 35.5 C | 27.3 C |239.8 W |
| 145982 |         python         | 2m26s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |230.2 W |
| 145965 |         python         | 2m26s  |   janel    | 0  | 1330MHz  | 35.6 C | 27.2 C |228.3 W |
| 145971 |         python         | 2m26s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |283.8 W |
| 145975 |         python         | 2m26s  |   janel    | 8  | 1330MHz  | 35.5 C | 27.3 C |294.1 W |
| 145982 |         python         | 2m26s  |   janel    | 12 | 1330MHz  | 36.0 C | 27.2 C |235.4 W |
| 145965 |         python         | 2m29s  |   janel    | 0  | 1330MHz  | 35.6 C | 27.3 C |242.1 W |
| 145971 |         python         | 2m29s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.1 C |288.1 W |
| 145975 |         python         | 2m29s  |   janel    | 8  | 1330MHz  | 35.3 C | 27.3 C |301.9 W |
| 145982 |         python         | 2m29s  |   janel    | 12 | 1330MHz  | 36.0 C | 27.2 C |246.3 W |
| 145965 |         python         | 2m31s  |   janel    | 0  | 1330MHz  | 35.8 C | 27.3 C |296.3 W |
| 145971 |         python         | 2m31s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |216.7 W |
| 145975 |         python         | 2m31s  |   janel    | 8  | 1330MHz  | 35.5 C | 27.4 C |239.7 W |
| 145982 |         python         | 2m31s  |   janel    | 12 | 1330MHz  | 36.0 C | 27.2 C |227.6 W |
| 145965 |         python         | 2m31s  |   janel    | 0  | 1330MHz  | 35.8 C | 27.3 C |222.0 W |
| 145971 |         python         | 2m31s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.1 C |226.7 W |
| 145975 |         python         | 2m31s  |   janel    | 8  | 1330MHz  | 35.8 C | 27.4 C |240.3 W |
| 145982 |         python         | 2m31s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |290.0 W |
| 145965 |         python         | 2m34s  |   janel    | 0  | 1330MHz  | 35.8 C | 27.3 C |285.5 W |
| 145971 |         python         | 2m34s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.1 C |222.9 W |
| 145975 |         python         | 2m34s  |   janel    | 8  | 1330MHz  | 35.8 C | 27.4 C |246.7 W |
| 145982 |         python         | 2m33s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |269.4 W |
| 145965 |         python         | 2m36s  |   janel    | 0  | 1330MHz  | 35.8 C | 27.3 C |163.2 W |
| 145971 |         python         | 2m36s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |200.1 W |
| 145975 |         python         | 2m36s  |   janel    | 8  | 1330MHz  | 35.5 C | 27.4 C |173.7 W |
| 145982 |         python         | 2m36s  |   janel    | 12 | 1330MHz  | 36.3 C | 27.2 C |236.6 W |
| 145965 |         python         | 2m36s  |   janel    | 0  | 1330MHz  | 36.1 C | 27.4 C |271.4 W |
| 145971 |         python         | 2m36s  |   janel    | 4  | 1330MHz  | 38.0 C | 27.1 C |234.4 W |
| 145975 |         python         | 2m36s  |   janel    | 8  | 1330MHz  | 35.6 C | 27.4 C |302.9 W |
| 145982 |         python         | 2m36s  |   janel    | 12 | 1330MHz  | 36.3 C | 27.2 C |170.7 W |
| 145965 |         python         | 2m39s  |   janel    | 0  | 1330MHz  | 36.1 C | 27.4 C |290.0 W |
| 145971 |         python         | 2m39s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.2 C |241.9 W |
| 145975 |         python         | 2m39s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.4 C |293.3 W |
| 145982 |         python         | 2m39s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.2 C |296.1 W |
| 145965 |         python         | 2m41s  |   janel    | 0  | 1330MHz  | 36.1 C | 27.3 C |281.1 W |
| 145971 |         python         | 2m41s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.1 C |182.9 W |
| 145975 |         python         | 2m41s  |   janel    | 8  | 1330MHz  | 35.8 C | 27.4 C |231.5 W |
| 145982 |         python         | 2m41s  |   janel    | 12 | 1330MHz  | 36.3 C | 27.2 C |265.7 W |
| 145965 |         python         | 2m41s  |   janel    | 0  | 1330MHz  | 36.2 C | 27.4 C |164.4 W |
| 145971 |         python         | 2m41s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |237.0 W |
| 145975 |         python         | 2m41s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.4 C |272.4 W |
| 145982 |         python         | 2m41s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |189.6 W |
| 145965 |         python         | 2m44s  |   janel    | 0  | 1330MHz  | 36.3 C | 27.4 C |241.1 W |
| 145971 |         python         | 2m44s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.1 C |298.3 W |
| 145975 |         python         | 2m43s  |   janel    | 8  | 1330MHz  | 36.0 C | 27.5 C |235.2 W |
| 145982 |         python         | 2m43s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.2 C |181.9 W |
| 145965 |         python         | 2m46s  |   janel    | 0  | 1330MHz  | 36.1 C | 27.4 C |234.3 W |
| 145971 |         python         | 2m46s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |292.2 W |
| 145975 |         python         | 2m46s  |   janel    | 8  | 1330MHz  | 36.0 C | 27.5 C |230.0 W |
| 145982 |         python         | 2m46s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |292.6 W |
| 145965 |         python         | 2m46s  |   janel    | 0  | 1330MHz  | 36.2 C | 27.4 C |174.9 W |
| 145971 |         python         | 2m46s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |272.7 W |
| 145975 |         python         | 2m47s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.5 C |290.2 W |
| 145982 |         python         | 2m47s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.2 C |248.5 W |
| 145965 |         python         | 2m48s  |   janel    | 0  | 1330MHz  | 36.3 C | 27.4 C |163.8 W |
| 145971 |         python         | 2m48s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.2 C |183.4 W |
| 145975 |         python         | 2m48s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.5 C |228.2 W |
| 145982 |         python         | 2m48s  |   janel    | 12 | 1330MHz  | 36.3 C | 27.3 C |189.7 W |
| 145965 |         python         | 2m51s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.5 C |242.7 W |
| 145971 |         python         | 2m51s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.2 C |289.4 W |
| 145975 |         python         | 2m51s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.5 C |227.4 W |
| 145982 |         python         | 2m51s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |268.6 W |
| 145965 |         python         | 2m51s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.5 C |243.7 W |
| 145971 |         python         | 2m51s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.2 C |277.9 W |
| 145975 |         python         | 2m51s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.5 C |283.3 W |
| 145982 |         python         | 2m51s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |183.3 W |
| 145965 |         python         | 2m54s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.5 C |213.8 W |
| 145971 |         python         | 2m54s  |   janel    | 4  | 1330MHz  | 38.1 C | 27.2 C |182.9 W |
| 145975 |         python         | 2m54s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.5 C |279.4 W |
| 145982 |         python         | 2m53s  |   janel    | 12 | 1330MHz  | 36.2 C | 27.3 C |280.1 W |
| 145965 |         python         | 2m56s  |   janel    | 0  | 1330MHz  | 36.5 C | 27.5 C |192.9 W |
| 145971 |         python         | 2m56s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |273.9 W |
| 145975 |         python         | 2m56s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.5 C |289.6 W |
| 145982 |         python         | 2m56s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |206.2 W |
| 145965 |         python         | 2m56s  |   janel    | 0  | 1330MHz  | 36.6 C | 27.5 C |296.9 W |
| 145971 |         python         | 2m56s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |175.5 W |
| 145975 |         python         | 2m56s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.5 C |224.9 W |
| 145982 |         python         | 2m56s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.3 C |217.5 W |
| 145965 |         python         | 2m59s  |   janel    | 0  | 1330MHz  | 36.8 C | 27.5 C |204.1 W |
| 145971 |         python         | 2m59s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |217.3 W |
| 145975 |         python         | 2m59s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.5 C |172.8 W |
| 145982 |         python         | 2m59s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.3 C |227.9 W |
| 145965 |         python         |  3m0s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.5 C |164.2 W |
| 145971 |         python         |  3m0s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |221.1 W |
| 145975 |         python         |  3m0s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.5 C |259.4 W |
| 145982 |         python         |  3m0s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |255.0 W |
| 145965 |         python         |  3m1s  |   janel    | 0  | 1330MHz  | 36.8 C | 27.6 C |287.5 W |
| 145971 |         python         |  3m1s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |227.9 W |
| 145975 |         python         |  3m1s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.5 C |228.3 W |
| 145982 |         python         |  3m1s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |194.2 W |
| 145965 |         python         |  3m4s  |   janel    | 0  | 1330MHz  | 36.8 C | 27.6 C |293.1 W |
| 145971 |         python         |  3m4s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |164.5 W |
| 145975 |         python         |  3m4s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.5 C |293.0 W |
| 145982 |         python         |  3m4s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |195.6 W |
| 145965 |         python         |  3m4s  |   janel    | 0  | 1330MHz  | 36.8 C | 27.6 C |225.4 W |
| 145971 |         python         |  3m4s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |185.3 W |
| 145975 |         python         |  3m4s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.5 C |173.5 W |
| 145982 |         python         |  3m4s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |207.8 W |
| 145965 |         python         |  3m7s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.6 C |178.6 W |
| 145971 |         python         |  3m7s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |229.6 W |
| 145975 |         python         |  3m6s  |   janel    | 8  | 1330MHz  | 36.0 C | 27.6 C |195.5 W |
| 145982 |         python         |  3m6s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |237.6 W |
| 145965 |         python         |  3m9s  |   janel    | 0  | 1330MHz  | 36.8 C | 27.6 C |271.1 W |
| 145971 |         python         |  3m9s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |265.9 W |
| 145975 |         python         |  3m9s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.6 C |235.5 W |
| 145982 |         python         |  3m9s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.3 C |281.1 W |
| 145965 |         python         |  3m9s  |   janel    | 0  | 1330MHz  | 37.1 C | 27.6 C |177.3 W |
| 145971 |         python         |  3m9s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |248.8 W |
| 145975 |         python         |  3m9s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.5 C |236.6 W |
| 145982 |         python         |  3m9s  |   janel    | 12 | 1330MHz  | 36.3 C | 27.3 C |180.8 W |
| 145965 |         python         | 3m12s  |   janel    | 0  | 1330MHz  | 36.9 C | 27.7 C |272.9 W |
| 145971 |         python         | 3m11s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |228.2 W |
| 145975 |         python         | 3m11s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.6 C |234.4 W |
| 145982 |         python         | 3m11s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |238.9 W |
| 145965 |         python         | 3m14s  |   janel    | 0  | 1330MHz  | 37.0 C | 27.7 C |292.9 W |
| 145971 |         python         | 3m14s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |283.8 W |
| 145975 |         python         | 3m14s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.6 C |235.6 W |
| 145982 |         python         | 3m14s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.3 C |232.9 W |
| 145965 |         python         | 3m14s  |   janel    | 0  | 1330MHz  | 37.1 C | 27.7 C |164.8 W |
| 145971 |         python         | 3m14s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.2 C |306.9 W |
| 145975 |         python         | 3m14s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.6 C |215.2 W |
| 145982 |         python         | 3m14s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.3 C |209.0 W |
| 145965 |         python         | 3m17s  |   janel    | 0  | 1330MHz  | 37.1 C | 27.7 C |200.3 W |
| 145971 |         python         | 3m17s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |181.0 W |
| 145975 |         python         | 3m17s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.6 C |188.3 W |
| 145982 |         python         | 3m17s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.3 C |242.9 W |
| 145965 |         python         | 3m17s  |   janel    | 0  | 1330MHz  | 37.3 C | 27.7 C |223.0 W |
| 145971 |         python         | 3m17s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |166.3 W |
| 145975 |         python         | 3m17s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.6 C |297.7 W |
| 145982 |         python         | 3m17s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.3 C |234.6 W |
| 145965 |         python         | 3m19s  |   janel    | 0  | 1330MHz  | 37.0 C | 27.7 C |241.6 W |
| 145971 |         python         | 3m19s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.2 C |290.4 W |
| 145975 |         python         | 3m19s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.6 C |229.0 W |
| 145982 |         python         | 3m19s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.4 C |296.5 W |
| 145965 |         python         | 3m22s  |   janel    | 0  | 1330MHz  | 37.1 C | 27.7 C |167.5 W |
| 145971 |         python         | 3m22s  |   janel    | 4  | 1330MHz  | 38.2 C | 27.3 C |227.6 W |
| 145975 |         python         | 3m22s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.6 C |238.0 W |
| 145982 |         python         | 3m22s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.4 C |171.1 W |
| 145965 |         python         | 3m22s  |   janel    | 0  | 1330MHz  | 37.1 C | 27.7 C |234.2 W |
| 145971 |         python         | 3m22s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.3 C |222.9 W |
| 145975 |         python         | 3m22s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.6 C |173.3 W |
| 145982 |         python         | 3m22s  |   janel    | 12 | 1330MHz  | 36.8 C | 27.4 C |230.7 W |
| 145965 |         python         | 3m25s  |   janel    | 0  | 1330MHz  | 37.2 C | 27.8 C |294.0 W |
| 145971 |         python         | 3m25s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.3 C |277.2 W |
| 145975 |         python         | 3m25s  |   janel    | 8  | 1330MHz  | 36.0 C | 27.6 C |232.8 W |
| 145982 |         python         | 3m25s  |   janel    | 12 | 1330MHz  | 36.9 C | 27.4 C |207.9 W |
| 145965 |         python         | 3m25s  |   janel    | 0  | 1330MHz  | 37.1 C | 27.8 C |179.1 W |
| 145971 |         python         | 3m25s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.3 C |245.1 W |
| 145975 |         python         | 3m25s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.6 C |239.3 W |
| 145982 |         python         | 3m25s  |   janel    | 12 | 1330MHz  | 36.5 C | 27.4 C |232.7 W |
| 145965 |         python         | 3m28s  |   janel    | 0  | 1330MHz  | 37.3 C | 27.8 C |235.4 W |
| 145971 |         python         | 3m27s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.3 C |165.0 W |
| 145975 |         python         | 3m27s  |   janel    | 8  | 1330MHz  | 35.9 C | 27.6 C |257.3 W |
| 145982 |         python         | 3m27s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.4 C |205.4 W |
| 145965 |         python         | 3m30s  |   janel    | 0  | 1330MHz  | 37.4 C | 27.8 C |276.0 W |
| 145971 |         python         | 3m30s  |   janel    | 4  | 1330MHz  | 38.5 C | 27.3 C |226.2 W |
| 145975 |         python         | 3m30s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.6 C |230.6 W |
| 145982 |         python         | 3m30s  |   janel    | 12 | 1330MHz  | 36.9 C | 27.4 C |179.3 W |
| 145965 |         python         | 3m30s  |   janel    | 0  | 1330MHz  | 37.4 C | 27.8 C |237.6 W |
| 145971 |         python         | 3m30s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.3 C |225.4 W |
| 145975 |         python         | 3m31s  |   janel    | 8  | 1330MHz  | 36.0 C | 27.6 C |249.7 W |
| 145982 |         python         | 3m31s  |   janel    | 12 | 1330MHz  | 36.9 C | 27.4 C |242.9 W |
| 145965 |         python         | 3m32s  |   janel    | 0  | 1330MHz  | 37.4 C | 27.8 C |227.0 W |
| 145971 |         python         | 3m32s  |   janel    | 4  | 1330MHz  | 38.5 C | 27.3 C |164.7 W |
| 145975 |         python         | 3m32s  |   janel    | 8  | 1330MHz  | 36.0 C | 27.6 C |230.5 W |
| 145982 |         python         | 3m32s  |   janel    | 12 | 1330MHz  | 36.6 C | 27.4 C |192.2 W |
| 145965 |         python         | 3m35s  |   janel    | 0  | 1330MHz  | 37.4 C | 27.9 C |293.0 W |
| 145971 |         python         | 3m35s  |   janel    | 4  | 1330MHz  | 38.5 C | 27.3 C |236.2 W |
| 145975 |         python         | 3m35s  |   janel    | 8  | 1330MHz  | 36.2 C | 27.6 C |234.4 W |
| 145982 |         python         | 3m35s  |   janel    | 12 | 1330MHz  | 36.8 C | 27.4 C |171.2 W |
| 145965 |         python         | 3m36s  |   janel    | 0  | 1330MHz  | 37.4 C | 27.9 C |227.2 W |
| 145971 |         python         | 3m36s  |   janel    | 4  | 1330MHz  | 38.7 C | 27.3 C |166.9 W |
| 145975 |         python         | 3m36s  |   janel    | 8  | 1330MHz  | 36.1 C | 27.6 C |293.9 W |
| 145982 |         python         | 3m36s  |   janel    | 12 | 1330MHz  | 36.9 C | 27.4 C |225.3 W |
| 145965 |         python         | 3m37s  |   janel    | 0  | 1330MHz  | 37.6 C | 27.9 C |230.0 W |
| 145971 |         python         | 3m37s  |   janel    | 4  | 1330MHz  | 38.5 C | 27.3 C |236.3 W |
| 145975 |         python         | 3m37s  |   janel    | 8  | 1330MHz  | 36.3 C | 27.6 C |192.8 W |
| 145982 |         python         | 3m37s  |   janel    | 12 | 1330MHz  | 36.8 C | 27.4 C |232.5 W |
| 145965 |         python         | 3m40s  |   janel    | 0  | 1330MHz  | 37.4 C | 27.9 C |173.6 W |
| 145971 |         python         | 3m40s  |   janel    | 4  | 1330MHz  | 38.4 C | 27.3 C |225.7 W |
