Wall time,Step,Value
1648351738.0365205,0,0.0773051306605339
1648351818.7722137,1,0.06001397222280502
1648351898.8859372,2,0.054759252816438675
1648351979.1061392,3,0.051834579557180405
1648352059.1574066,4,0.049947235733270645
1648352139.773542,5,0.04849112406373024
1648352220.0400999,6,0.04722568392753601
1648352300.697093,7,0.04611539468169212
1648352380.8433259,8,0.04482613131403923
1648352460.7088661,9,0.04374061897397041
1648352540.7524793,10,0.04283333569765091
1648352621.1551495,11,0.042038701474666595
1648352700.9270415,12,0.04139215126633644
1648352781.0796907,13,0.04076312854886055
1648352862.4575396,14,0.040291305631399155
1648352943.480432,15,0.039806075394153595
1648353023.6157928,16,0.03933587297797203
1648353104.3970623,17,0.03901924937963486
1648353185.2075582,18,0.03867008537054062
1648353265.040851,19,0.03831940516829491
1648353346.2360213,20,0.0380265936255455
1648353427.0984535,21,0.03773254156112671
1648353507.631367,22,0.037492070347070694
1648353588.1519244,23,0.03724554926156998
1648353668.7927198,24,0.037034083157777786
1648353749.066631,25,0.036848168820142746
1648353829.9334526,26,0.03662244230508804
1648353911.0846484,27,0.03642851486802101
1648353991.576841,28,0.03625227138400078
1648354071.3842397,29,0.03606066480278969
1648354152.6270852,30,0.035920150578022
1648354234.0969632,31,0.035762954503297806
1648354314.498065,32,0.03562179207801819
1648354395.7843301,33,0.035455457866191864
1648354476.9532783,34,0.03533447906374931
1648354557.1316676,35,0.03519447520375252
1648354637.7923138,36,0.0350506454706192
1648354719.1473784,37,0.034944165498018265
1648354799.3147113,38,0.03482059761881828
1648354880.2073503,39,0.034736454486846924
1648354961.313512,40,0.0346200130879879
1648355042.8641636,41,0.03451361507177353
1648355123.4644432,42,0.03443748131394386
1648355203.9741323,43,0.034329868853092194
1648355285.9099226,44,0.03418576344847679
1648355366.108175,45,0.03411943465471268
1648355447.1226501,46,0.03406534343957901
1648355527.9981391,47,0.033970583230257034
1648355608.7426593,48,0.033907681703567505
1648355690.1903162,49,0.03380359336733818
1648355771.1522706,50,0.03376593068242073
1648355851.4012313,51,0.03365015983581543
1648355932.7937763,52,0.03357355296611786
1648356012.8569596,53,0.03349383920431137
1648356094.9571543,54,0.03344768285751343
1648356174.6838539,55,0.03337443619966507
1648356255.5816302,56,0.03331413120031357
1648356337.2127745,57,0.030657513067126274
1648356417.4237118,58,0.030431624501943588
1648356498.543471,59,0.030372919514775276
1648356580.1507769,60,0.03029826283454895
1648356660.1732113,61,0.030250433832406998
1648356740.0268393,62,0.030213618651032448
1648356821.334435,63,0.03015880100429058
1648356902.6062112,64,0.030145740136504173
1648356982.1976213,65,0.030122138559818268
1648357062.9364665,66,0.03008648008108139
1648357143.6631525,67,0.03005329705774784
1648357223.6253707,68,0.030035099014639854
1648357304.1733277,69,0.030019475147128105
1648357386.0841134,70,0.02998325228691101
1648357466.6308756,71,0.02995927631855011
1648357547.349531,72,0.029938336461782455
1648357628.4520962,73,0.029924407601356506
1648357708.5732625,74,0.02991495281457901
1648357789.9347782,75,0.02989228256046772
1648357871.7690017,76,0.029873989522457123
1648357954.3935726,77,0.02985125035047531
1648358034.0664067,78,0.029859114438295364
1648358114.8943958,79,0.02982846274971962
1648358194.8946323,80,0.029803061857819557
1648358275.027906,81,0.029779883101582527
1648358356.1696918,82,0.02976633608341217
1648358437.304024,83,0.029772581532597542
1648358518.7770705,84,0.029397469013929367
1648358600.239503,85,0.029352325946092606
1648358681.5641568,86,0.029356911778450012
1648358763.5378683,87,0.02933661825954914
1648358844.1978054,88,0.029347889125347137
1648358926.2542057,89,0.02932111732661724
1648359007.378683,90,0.029320890083909035
1648359087.9983356,91,0.029321536421775818
1648359169.9236193,92,0.029336869716644287
1648359251.0170758,93,0.029324213042855263
1648359331.2538068,94,0.029318949207663536
1648359411.1756501,95,0.029319964349269867
1648359492.1413205,96,0.029304053634405136
1648359573.3215067,97,0.029255274683237076
1648359654.6043773,98,0.029246002435684204
1648359734.7455442,99,0.029262281954288483
1648359816.0341246,100,0.02926667034626007
1648359896.3555257,101,0.029246728867292404
1648359978.1936238,102,0.029252221807837486
1648360059.8456073,103,0.029264094308018684
1648360139.3118474,104,0.029249217361211777
1648360220.4321997,105,0.029256422072649002
1648360300.4847255,106,0.029252974316477776
1648360382.095944,107,0.02924562431871891
1648360462.153205,108,0.029252907261252403
1648360543.5381134,109,0.029260817915201187
