Wall time,Step,Value
1659851367.1072512,72,0.041900634765625
1659851448.5140595,73,0.041900634765625
1659851530.3877337,74,0.041778564453125
1659851611.7061625,75,0.041839599609375
1659851692.4881,76,0.041778564453125
1659851773.6003852,77,0.04168701171875
1659851854.6651263,78,0.041656494140625
1659851935.4585226,79,0.0416259765625
1659852016.9444292,80,0.041595458984375
1659852098.3662558,81,0.041534423828125
1659852179.9537768,82,0.041534423828125
1659852261.243281,83,0.041534423828125
1659852342.6583488,84,0.041473388671875
1659852423.8263817,85,0.0413818359375
1659852505.0151033,86,0.04144287109375
1659852586.121688,87,0.04144287109375
1659852667.4989612,88,0.04150390625
1659852748.2736294,89,0.03436279296875
1659852829.7063856,90,0.03375244140625
1659852910.9116292,91,0.033538818359375
1659852992.7544117,92,0.033447265625
1659853074.345327,93,0.033233642578125
1659853155.6621003,94,0.03314208984375
1659853237.3535755,95,0.033050537109375
1659853318.9586883,96,0.032958984375
1659853399.898175,97,0.03289794921875
1659853481.018862,98,0.032928466796875
1659853562.4559844,99,0.032806396484375
1659853643.3561466,100,0.032745361328125
1659853724.456048,101,0.03271484375
1659853805.324634,102,0.032745361328125
1659853887.1049054,103,0.03253173828125
1659853968.510578,104,0.032562255859375
1659854050.1419175,105,0.032501220703125
1659854131.2833033,106,0.032470703125
1659854212.273688,107,0.03240966796875
1659854293.7589207,108,0.032196044921875
1659854375.2187798,109,0.03228759765625
1659854457.2218115,110,0.03216552734375
1659854538.6117804,111,0.032196044921875
1659854618.9180057,112,0.03216552734375
1659854698.991048,113,0.03216552734375
1659854779.2664628,114,0.03216552734375
1659854859.334406,115,0.031982421875
1659854939.4696507,116,0.03204345703125
1659855020.0025585,117,0.032012939453125
1659855101.0399227,118,0.032135009765625
1659855181.170738,119,0.031982421875
1659855261.355451,120,0.031951904296875
1659855341.7067416,121,0.03192138671875
1659855421.4807959,122,0.03192138671875
1659855501.5858958,123,0.031982421875
1659855581.748945,124,0.031829833984375
1659855662.8609397,125,0.031768798828125
1659855743.7271683,126,0.03179931640625
1659855824.4272408,127,0.031768798828125
1659855904.717066,128,0.031829833984375
1659855985.0081317,129,0.03179931640625
1659856065.4123993,130,0.03167724609375
1659856145.595282,131,0.0318603515625
1659856226.1925747,132,0.03070068359375
1659856308.1695824,133,0.030548095703125
1659856389.9702675,134,0.030517578125
1659856471.8827558,135,0.030609130859375
1659856552.5928917,136,0.0305328369140625
1659856633.667313,137,0.0306854248046875
1659856714.8269527,138,0.0306396484375
1659856796.4428022,139,0.0305633544921875
1659856877.8103132,140,0.0305938720703125
1659856959.1186872,141,0.0306243896484375
1659857041.3195593,142,0.0304718017578125
1659857122.7398014,143,0.0305023193359375
1659857203.9605935,144,0.0305633544921875
1659857284.9593377,145,0.030517578125
1659857366.0076714,146,0.0305328369140625
1659857447.5307806,147,0.0305328369140625
1659857529.2124703,148,0.0305023193359375
1659857638.823359,149,0.0305938720703125
1659857745.7326415,150,0.0306243896484375
