Wall time,Step,Value
1659845535.7267876,0,0.0740966796875
1659845616.994559,1,0.04412841796875
1659845697.3739457,2,0.043853759765625
1659845777.4003282,3,0.043853759765625
1659845858.462431,4,0.043853759765625
1659845938.5578544,5,0.043853759765625
1659846019.9293334,6,0.043853759765625
1659846100.0943425,7,0.043853759765625
1659846180.5347981,8,0.043853759765625
1659846260.811589,9,0.043853759765625
1659846341.1707,10,0.043853759765625
1659846421.751841,11,0.043853759765625
1659846502.2805393,12,0.043853759765625
1659846582.9087555,13,0.043853759765625
1659846663.9171684,14,0.043853759765625
1659846745.492709,15,0.043853759765625
1659846825.9572167,16,0.043853759765625
1659846906.3654315,17,0.043853759765625
1659846986.4671307,18,0.043853759765625
1659847066.817482,19,0.043853759765625
1659847146.9854872,20,0.043853759765625
1659847227.507165,21,0.043853759765625
1659847307.8826985,22,0.043853759765625
1659847388.7508874,23,0.043853759765625
1659847469.2524254,24,0.043853759765625
1659847549.9283948,25,0.043853759765625
1659847630.4284496,26,0.043853759765625
1659847711.0938144,27,0.043853759765625
1659847792.7721384,28,0.043853759765625
1659847874.2170768,29,0.043853759765625
1659847955.484429,30,0.043853759765625
1659848036.981406,31,0.043853759765625
1659848118.8136818,32,0.043853759765625
1659848200.756787,33,0.043853759765625
1659848282.1783288,34,0.043853759765625
1659848364.0270207,35,0.043853759765625
1659848444.1913688,36,0.043853759765625
1659848524.3550951,37,0.0438232421875
1659848604.549842,38,0.043792724609375
1659848684.7830749,39,0.043701171875
1659848765.0996134,40,0.04364013671875
1659848845.6295419,41,0.043548583984375
1659848927.0183616,42,0.043548583984375
1659849008.610529,43,0.043487548828125
1659849090.9361498,44,0.0433349609375
1659849171.9483848,45,0.04327392578125
1659849253.9926002,46,0.043182373046875
1659849335.7503817,47,0.0430908203125
1659849416.5724552,48,0.043121337890625
1659849498.2812464,49,0.042999267578125
1659849579.0566406,50,0.042938232421875
1659849660.3434842,51,0.042938232421875
1659849741.8971305,52,0.042877197265625
1659849823.4395473,53,0.04278564453125
1659849905.2399516,54,0.042755126953125
1659849985.7667499,55,0.042724609375
1659850066.0920599,56,0.04266357421875
1659850146.192689,57,0.04254150390625
1659850226.8145397,58,0.042572021484375
1659850308.0279527,59,0.042449951171875
1659850389.351704,60,0.042449951171875
1659850471.5032191,61,0.042449951171875
1659850551.7845514,62,0.0423583984375
1659850633.2905812,63,0.0423583984375
1659850715.0242891,64,0.042266845703125
1659850797.0804412,65,0.042236328125
1659850878.2921968,66,0.0421142578125
1659850959.5028317,67,0.0421142578125
1659851040.7205954,68,0.04205322265625
1659851122.3314338,69,0.0419921875
1659851203.6108794,70,0.042022705078125
1659851285.1698453,71,0.04193115234375
